"DATE","ADMIN_DOSE1_DAILY","ADMIN_DOSE1_CUMULATIVE","ADMIN_DOSE2_DAILY","ADMIN_DOSE2_CUMULATIVE","ADMIN_SINGLE_DAILY","ADMIN_SINGLE_CUMULATIVE","ADMIN_ADDITIONAL1_DAILY","ADMIN_ADDITIONAL1_CUMULATIVE","ADMIN_ADDITIONAL2_DAILY","ADMIN_ADDITIONAL2_CUMULATIVE","ADMIN_ADDITIONAL_DAILY","ADMIN_ADDITIONAL_CUMULATIVE","ADMIN_BIVALENT_ADDITIONAL_DAILY","ADMIN_BIVALENT_ADDITIONAL_CUMULATIVE","ADMIN_ALLDOSES_DAILY","ADMIN_ALLDOSES_7DAYAVG","ADMIN_ALLDOSES_CUMULATIVE","ADMIN_ALLDOSES_PRIMARY","INCOMPLETE"
2020-12-14,79,79,0,0,2,2,0,0,0,0,0,0,0,0,81,,81,81,0
2020-12-15,2052,2131,7,7,5,7,0,0,0,0,0,0,0,0,2064,,2145,2145,0
2020-12-16,4603,6734,18,25,4,11,1,1,0,0,1,1,0,0,4626,,6771,6770,0
2020-12-17,4661,11395,18,43,2,13,1,2,0,0,1,2,0,0,4682,,11453,11451,0
2020-12-18,5836,17231,20,63,2,15,2,4,0,0,2,4,0,0,5860,,17313,17309,0
2020-12-19,1688,18919,9,72,3,18,0,4,0,0,0,4,0,0,1700,,19013,19009,0
2020-12-20,1118,20037,2,74,1,19,0,4,0,0,0,4,0,0,1121,2876.29,20134,20130,0
2020-12-21,6392,26429,22,96,0,19,4,8,0,0,4,8,0,0,6418,3781.57,26552,26544,0
2020-12-22,9766,36195,28,124,2,21,1,9,0,0,1,9,0,0,9797,4886.29,36349,36340,0
2020-12-23,14274,50469,39,163,3,24,0,9,0,0,0,9,0,0,14316,6270.57,50665,50656,0
2020-12-24,7170,57639,28,191,1,25,0,9,0,0,0,9,0,0,7199,6630.14,57864,57855,0
2020-12-25,180,57819,0,191,0,25,1,10,0,0,1,10,0,0,181,5818.86,58045,58035,0
2020-12-26,4391,62210,48,239,0,25,1,11,0,0,1,11,0,0,4440,6210.29,62485,62474,0
2020-12-27,3869,66079,15,254,0,25,1,12,0,0,1,12,0,0,3885,6605.14,66370,66358,0
2020-12-28,10990,77069,52,306,1,26,3,15,0,0,3,15,0,0,11046,7266.29,77416,77401,0
2020-12-29,10712,87781,37,343,2,28,3,18,0,0,3,18,0,0,10754,7403,88170,88152,0
2020-12-30,12821,100602,44,387,0,28,0,18,0,0,0,18,0,0,12865,7195.71,101035,101017,0
2020-12-31,7258,107860,38,425,1,29,0,18,0,0,0,18,0,0,7297,7209.71,108332,108314,0
2021-01-01,178,108038,2,427,1,30,3,21,0,0,3,21,0,0,184,7210.14,108516,108495,0
2021-01-02,3810,111848,10,437,3,33,2,23,0,0,2,23,0,0,3825,7122.29,112341,112318,0
2021-01-03,3543,115391,24,461,2,35,1,24,0,0,1,24,0,0,3570,7077.29,115911,115887,0
2021-01-04,12250,127641,811,1272,2,37,7,31,0,0,7,31,0,0,13070,7366.43,128981,128950,0
2021-01-05,14088,141729,2197,3469,2,39,14,45,1,1,15,46,0,0,16302,8159,145283,145237,0
2021-01-06,17794,159523,3929,7398,1,40,33,78,8,9,41,87,0,0,21765,9430.43,167048,166961,0
2021-01-07,16538,176061,5186,12584,4,44,46,124,3,12,49,136,0,0,21777,11499,188825,188689,0
2021-01-08,16609,192670,5464,18048,0,44,37,161,5,17,42,178,0,0,22115,14632,210940,210762,0
2021-01-09,7648,200318,1465,19513,1,45,7,168,2,19,9,187,0,0,9123,15388.86,220063,219876,0
2021-01-10,7879,208197,980,20493,0,45,13,181,0,19,13,200,0,0,8872,16146.29,228935,228735,0
2021-01-11,25809,234006,7463,27956,2,47,58,239,6,25,64,264,0,0,33338,19041.71,262273,262009,0
2021-01-12,28240,262246,7868,35824,1,48,46,285,4,29,50,314,0,0,36159,21878.43,298432,298118,0
2021-01-13,31699,293945,9422,45246,1,49,61,346,5,34,66,380,0,0,41188,24653.14,339620,339240,0
2021-01-14,35796,329741,5305,50551,1,50,33,379,7,41,40,420,0,0,41142,27419.57,380762,380342,0
2021-01-15,29248,358989,3714,54265,2,52,33,412,6,47,39,459,0,0,33003,28975,413765,413306,0
2021-01-16,30258,389247,2397,56662,0,52,25,437,6,53,31,490,0,0,32686,32341.14,446451,445961,0
2021-01-17,23726,412973,1645,58307,0,52,20,457,1,54,21,511,0,0,25392,34701.14,471843,471332,0
2021-01-18,27081,440054,2426,60733,0,52,37,494,7,61,44,555,0,0,29552,34160.29,501395,500840,0
2021-01-19,34268,474322,9643,70376,1,53,72,566,8,69,80,635,0,0,43992,35279.29,545387,544752,0
2021-01-20,34845,509167,9505,79881,1,54,62,628,3,72,65,700,0,0,44416,35740.43,589803,589103,0
2021-01-21,25574,534741,8097,87978,2,56,55,683,5,77,60,760,0,0,33733,34682,623536,622776,0
2021-01-22,24741,559482,4387,92365,1,57,31,714,7,84,38,798,0,0,29167,34134,652703,651905,0
2021-01-23,15733,575215,3226,95591,0,57,12,726,2,86,14,812,0,0,18973,32175,671676,670864,0
2021-01-24,7169,582384,3458,99049,0,57,20,746,1,87,21,833,0,0,10648,30068.71,682324,681491,0
2021-01-25,13392,595776,11831,110880,0,57,69,815,14,101,83,916,0,0,25306,29462.14,707630,706714,0
2021-01-26,16746,612522,10764,121644,0,57,69,884,3,104,73,989,0,0,27583,27118,735213,734225,0
2021-01-27,20819,633341,12355,133999,0,57,55,939,9,113,64,1053,0,0,33240,25521.43,768453,767401,0
2021-01-28,30727,664068,12859,146858,0,57,86,1025,16,129,102,1155,0,0,43691,26944,812144,810990,0
2021-01-29,31666,695734,11514,158372,0,57,85,1110,11,140,96,1251,0,0,43276,28959.57,855420,854170,0
2021-01-30,18706,714440,3743,162115,0,57,23,1133,2,142,26,1277,0,0,22475,29459.86,877895,876620,0
2021-01-31,13005,727445,2931,165046,1,58,28,1161,5,147,33,1310,0,0,15970,30220.14,893865,892557,0
2021-02-01,1180,728625,5400,170446,4,62,37,1198,4,151,41,1351,0,0,6625,27551.43,900490,899141,0
2021-02-02,2823,731448,9442,179888,2,64,54,1252,3,154,57,1408,0,0,12324,25371.57,912814,911408,0
2021-02-03,16342,747790,21235,201123,4,68,214,1466,22,176,236,1644,0,0,37817,26025.43,950631,948989,0
2021-02-04,27031,774821,19653,220776,3,71,212,1678,10,186,222,1866,0,0,46909,26485.14,997540,995676,0
2021-02-05,27577,802398,20028,240804,0,71,197,1875,16,202,214,2080,0,0,47819,27134.14,1045359,1043282,0
2021-02-06,22974,825372,11249,252053,0,71,117,1992,13,215,130,2210,0,0,34353,28831,1079712,1077505,0
2021-02-07,12029,837401,8285,260338,1,72,98,2090,12,227,111,2321,0,0,20426,29467.57,1100138,1097821,0
2021-02-08,16933,854334,23529,283867,2,74,240,2330,37,264,278,2599,0,0,40742,34341.43,1140880,1138286,0
2021-02-09,17183,871517,28090,311957,2,76,358,2688,42,306,403,3002,0,0,45678,39106.29,1186558,1183564,0
2021-02-10,19577,891094,29303,341260,2,78,275,2963,52,358,330,3332,0,0,49213,40734.29,1235771,1232450,0
2021-02-11,27827,918921,33458,374718,2,80,355,3318,58,416,413,3745,0,0,61702,42847.57,1297473,1293739,0
2021-02-12,38348,957269,30810,405528,3,83,365,3683,42,458,408,4153,0,0,69569,45954.71,1367042,1362901,0
2021-02-13,27980,985249,25318,430846,2,85,314,3997,58,516,373,4526,0,0,53674,48714.86,1420716,1416203,0
2021-02-14,16257,1001506,23722,454568,0,85,281,4278,35,551,316,4842,0,0,40295,51553.29,1461011,1456182,0
2021-02-15,12788,1014294,10528,465096,2,87,179,4457,24,575,204,5046,0,0,23522,49093.29,1484533,1479501,0
2021-02-16,14229,1028523,26709,491805,0,87,342,4799,41,616,384,5430,0,0,41322,48471,1525855,1520440,0
2021-02-17,16376,1044899,22193,513998,1,88,290,5089,42,658,332,5762,0,0,38902,46998,1564757,1559010,0
2021-02-18,12134,1057033,24982,538980,21,109,307,5396,46,704,353,6115,0,0,37490,43539.14,1602247,1596147,0
2021-02-19,13238,1070271,23922,562902,38,147,316,5712,49,753,365,6480,0,0,37563,38966.86,1639810,1633345,0
2021-02-20,11340,1081611,26072,588974,7,154,338,6050,79,832,419,6899,0,0,37839,36704.71,1677649,1670767,0
2021-02-21,6345,1087956,17411,606385,15,169,305,6355,46,878,352,7251,0,0,24123,34394.43,1701772,1694539,0
2021-02-22,13041,1100997,11834,618219,2,171,134,6489,21,899,155,7406,0,0,25032,34610.14,1726804,1719416,0
2021-02-23,25225,1126222,14150,632369,1,172,168,6657,35,934,204,7610,0,0,39581,34361.43,1766385,1758794,0
2021-02-24,36322,1162544,20405,652774,0,172,234,6891,42,976,277,7887,0,0,57004,36947.43,1823389,1815522,0
2021-02-25,54511,1217055,30457,683231,6,178,416,7307,64,1040,481,8368,0,0,85455,43799.57,1908844,1900497,0
2021-02-26,62786,1279841,31903,715134,4,182,427,7734,79,1119,509,8877,0,0,95202,52033.71,2004046,1995193,0
2021-02-27,51257,1331098,22754,737888,47,229,356,8090,53,1172,410,9287,0,0,74468,57266.43,2078514,2069252,0
2021-02-28,44546,1375644,13853,751741,7,236,207,8297,37,1209,244,9531,0,0,58650,62198.86,2137164,2127658,0
2021-03-01,39302,1414946,12782,764523,10,246,173,8470,24,1233,197,9728,0,0,52291,66093,2189455,2179752,0
2021-03-02,47072,1462018,12577,777100,7,253,159,8629,17,1250,176,9904,0,0,59832,68986,2249287,2239408,0
2021-03-03,48591,1510609,16152,793252,17,270,156,8785,21,1271,177,10081,0,0,64937,70119.29,2314224,2304168,0
2021-03-04,59794,1570403,22817,816069,1092,1362,278,9063,37,1308,317,10398,0,0,84020,69914.29,2398244,2387873,0
2021-03-05,60945,1631348,24292,840361,3107,4469,338,9401,36,1344,376,10774,0,0,88720,68988.29,2486964,2476219,0
2021-03-06,47145,1678493,18885,859246,5451,9920,247,9648,42,1386,289,11063,0,0,71770,68602.86,2558734,2547700,0
2021-03-07,36019,1714512,14885,874131,6244,16164,238,9886,22,1408,262,11325,0,0,57410,68425.71,2616144,2604850,0
2021-03-08,39603,1754115,14686,888817,8555,24719,324,10210,92,1500,421,11746,0,0,63265,69993.43,2679409,2667699,0
2021-03-09,39081,1793196,12859,901676,7759,32478,187,10397,35,1535,223,11969,0,0,59922,70006.29,2739331,2727399,0
2021-03-10,51806,1845002,15366,917042,5064,37542,230,10627,34,1569,266,12235,0,0,72502,71087,2811833,2799637,0
2021-03-11,59960,1904962,21825,938867,4618,42160,259,10886,48,1617,309,12544,0,0,86712,71471.57,2898545,2886042,0
2021-03-12,52170,1957132,30305,969172,4182,46342,390,11276,88,1705,478,13022,0,0,87135,71245.14,2985680,2972699,0
2021-03-13,40634,1997766,26684,995856,5110,51452,335,11611,55,1760,390,13412,0,0,72819,71395,3058499,3045128,0
2021-03-14,30694,2028460,15971,1011827,4522,55974,256,11867,28,1788,286,13698,0,0,51474,70547,3109973,3096318,0
2021-03-15,33578,2062038,17259,1029086,4702,60676,244,12111,33,1821,277,13975,0,0,55816,69482.86,3165789,3151857,0
2021-03-16,38657,2100695,20514,1049600,4923,65599,269,12380,36,1857,306,14281,0,0,64400,70122.57,3230189,3215952,0
2021-03-17,42597,2143292,24788,1074388,4242,69841,353,12733,42,1899,396,14677,0,0,72023,70054.14,3302212,3287580,0
2021-03-18,50406,2193698,26808,1101196,5226,75067,389,13122,65,1964,454,15131,0,0,82894,69508.71,3385106,3370020,0
2021-03-19,47760,2241458,29967,1131163,5622,80689,408,13530,74,2038,482,15613,0,0,83832,69036.86,3468938,3453370,0
2021-03-20,38691,2280149,25832,1156995,4682,85371,311,13841,60,2098,372,15985,0,0,69577,68573.71,3538515,3522576,0
2021-03-21,29283,2309432,19355,1176350,769,86140,231,14072,45,2143,276,16261,0,0,49683,68317.86,3588198,3571983,0
2021-03-22,33849,2343281,26754,1203104,4037,90177,260,14332,37,2180,298,16559,0,0,64939,69621.14,3653137,3636625,0
2021-03-23,38413,2381694,32849,1235953,4213,94390,306,14638,54,2234,364,16923,0,0,75839,71255.29,3728976,3712104,0
2021-03-24,41470,2423164,37614,1273567,4843,99233,340,14978,64,2298,407,17330,0,0,84334,73014,3813310,3796034,0
2021-03-25,43385,2466549,50781,1324348,5050,104283,495,15473,88,2386,587,17917,0,0,99803,75429.57,3913113,3895254,0
2021-03-26,38481,2505030,55496,1379844,4307,108590,545,16018,107,2493,656,18573,0,0,98940,77587.86,4012053,3993542,0
2021-03-27,35717,2540747,45742,1425586,2938,111528,440,16458,85,2578,526,19099,0,0,84923,79780.14,4096976,4077940,0
2021-03-28,26372,2567119,34448,1460034,1481,113009,349,16807,67,2645,420,19519,0,0,62721,81642.71,4159697,4140245,0
2021-03-29,34800,2601919,38859,1498893,3243,116252,364,17171,115,2760,480,19999,0,0,77382,83420.29,4237079,4217148,0
2021-03-30,40482,2642401,41924,1540817,3712,119964,353,17524,65,2825,419,20418,0,0,86537,84948.57,4323616,4303267,0
2021-03-31,49364,2691765,44878,1585695,7438,127402,422,17946,86,2911,508,20926,0,0,102188,87499.14,4425804,4404947,0
2021-04-01,50758,2742523,53943,1639638,11272,138674,517,18463,85,2996,606,21532,0,0,116579,89895.71,4542383,4520924,0
2021-04-02,43749,2786272,53867,1693505,11964,150638,564,19027,72,3068,642,22174,0,0,110222,91507.43,4652605,4630510,0
2021-04-03,39236,2825508,39206,1732711,9859,160497,352,19379,60,3128,413,22587,0,0,88714,92049,4741319,4718812,0
2021-04-04,26547,2852055,24779,1757490,3902,164399,232,19611,50,3178,282,22869,0,0,55510,91018.86,4796829,4774040,0
2021-04-05,41858,2893913,34477,1791967,11194,175593,394,20005,61,3239,456,23325,0,0,87985,92533.57,4884814,4861570,0
2021-04-06,53238,2947151,35614,1827581,13213,188806,450,20455,79,3318,530,23855,0,0,102595,94827.57,4987409,4963636,0
2021-04-07,55472,3002623,40704,1868285,14387,203193,417,20872,82,3400,501,24356,0,0,111064,96095.57,5098473,5074201,0
2021-04-08,59233,3061856,46580,1914865,16336,219529,546,21418,88,3488,635,24991,0,0,122784,96982,5221257,5196351,0
2021-04-09,56623,3118479,44948,1959813,17555,237084,543,21961,80,3568,628,25619,0,0,119754,98343.71,5341011,5315482,0
2021-04-10,49328,3167807,35641,1995454,12716,249800,405,22366,62,3630,471,26090,0,0,98156,99692.57,5439167,5413171,0
2021-04-11,38156,3205963,28825,2024279,7679,257479,303,22669,61,3691,365,26455,0,0,75025,102480.43,5514192,5487832,0
2021-04-12,46617,3252580,31836,2056115,13494,270973,478,23147,69,3760,547,27002,0,0,92494,103124.57,5606686,5579779,0
2021-04-13,52529,3305109,33792,2089907,369,271342,412,23559,64,3824,477,27479,0,0,87167,100920.57,5693853,5666470,0
2021-04-14,50130,3355239,39953,2129860,20,271362,376,23935,79,3903,456,27935,0,0,90559,97991.29,5784412,5756574,0
2021-04-15,52104,3407343,43690,2173550,16,271378,463,24398,107,4010,575,28510,0,0,96386,94220.14,5880798,5852390,0
2021-04-16,51173,3458516,42202,2215752,32,271410,448,24846,74,4084,525,29035,0,0,93932,90531.29,5974730,5945800,0
2021-04-17,43825,3502341,35688,2251440,3,271413,378,25224,84,4168,464,29499,0,0,79980,87934.71,6054710,6025318,0
2021-04-18,28594,3530935,29363,2280803,7,271420,267,25491,65,4233,333,29832,0,0,58297,85545,6113007,6083283,0
2021-04-19,37441,3568376,36451,2317254,21,271441,344,25835,69,4302,415,30247,0,0,74328,82949.86,6187335,6157198,0
2021-04-20,40786,3609162,39625,2356879,19,271460,322,26157,84,4386,407,30654,0,0,80837,82045.57,6268172,6237629,0
2021-04-21,38873,3648035,46027,2402906,17,271477,509,26666,99,4485,609,31263,0,0,85526,81326.57,6353698,6322547,0
2021-04-22,38474,3686509,48958,2451864,9,271486,353,27019,79,4564,434,31697,0,0,87876,80110.86,6441574,6409991,0
2021-04-23,39681,3726190,44385,2496249,3,271489,362,27381,76,4640,440,32137,0,0,84509,78764.71,6526083,6494062,0
2021-04-24,31921,3758111,41604,2537853,44,271533,288,27669,63,4703,352,32489,0,0,73921,77899.14,6600004,6567632,0
2021-04-25,18411,3776522,31215,2569068,87,271620,207,27876,61,4764,268,32757,0,0,49981,76711.14,6649985,6617345,0
2021-04-26,26956,3803478,40717,2609785,1012,272632,307,28183,95,4859,407,33164,0,0,69092,75963.14,6719077,6686035,0
2021-04-27,28549,3832027,47128,2656913,1696,274328,377,28560,98,4957,480,33644,0,0,77853,75536.86,6796930,6763413,0
2021-04-28,27007,3859034,56841,2713754,2146,276474,455,29015,102,5059,560,34204,0,0,86554,75683.71,6883484,6849410,0
2021-04-29,28583,3887617,57204,2770958,2150,278624,378,29393,102,5161,482,34686,0,0,88419,75761.29,6971903,6937349,0
2021-04-30,30098,3917715,51993,2822951,2059,280683,295,29688,75,5236,371,35057,0,0,84522,75763.14,7056425,7021501,0
2021-05-01,22474,3940189,44534,2867485,1177,281860,237,29925,67,5303,306,35363,0,0,68491,74987.43,7124916,7089688,0
2021-05-02,11916,3952105,36638,2904123,1081,282941,155,30080,57,5360,214,35577,0,0,49849,74968.57,7174765,7139325,0
2021-05-03,18006,3970111,53021,2957144,2380,285321,268,30348,94,5454,364,35941,0,0,73773,75637.29,7248538,7212736,0
2021-05-04,22724,3992835,56643,3013787,2331,287652,275,30623,118,5572,394,36335,0,0,82093,76243,7330631,7294436,0
2021-05-05,21472,4014307,48755,3062542,2313,289965,318,30941,104,5676,423,36758,0,0,72964,74301.57,7403595,7366978,0
2021-05-06,20670,4034977,50177,3112719,2508,292473,283,31224,91,5767,378,37136,0,0,73733,72203.57,7477328,7440337,0
2021-05-07,21230,4056207,52105,3164824,2812,295285,320,31544,81,5848,402,37538,0,0,76549,71064.57,7553877,7516485,0
2021-05-08,16616,4072823,41866,3206690,1834,297119,238,31782,72,5920,310,37848,0,0,60626,69941,7614503,7576801,0
2021-05-09,7967,4080790,29405,3236095,1260,298379,156,31938,56,5976,212,38060,0,0,38844,68368.86,7653347,7615433,0
2021-05-10,14370,4095160,38524,3274619,2356,300735,252,32190,94,6070,350,38410,0,0,55601,65772.86,7708948,7670688,0
2021-05-11,19892,4115052,43058,3317677,2512,303247,295,32485,89,6159,389,38799,0,0,65852,63452.71,7774800,7736156,0
2021-05-12,17810,4132862,40534,3358211,3595,306842,244,32729,80,6239,324,39123,0,0,62263,61924,7837063,7798095,0
2021-05-13,24946,4157808,40426,3398637,3229,310071,274,33003,81,6320,357,39480,0,0,68959,61242,7906022,7866699,0
2021-05-14,27003,4184811,42943,3441580,3535,313606,278,33281,95,6415,375,39855,0,0,73856,60857.29,7979878,7940182,0
2021-05-15,23638,4208449,34920,3476500,3364,316970,262,33543,75,6490,338,40193,0,0,62260,61090.71,8042138,8002105,0
2021-05-16,15516,4223965,19459,3495959,2496,319466,123,33666,47,6537,171,40364,0,0,37642,60919,8079780,8039577,0
2021-05-17,22661,4246626,29139,3525098,3252,322718,191,33857,72,6609,263,40627,0,0,55315,60878.14,8135095,8094629,0
2021-05-18,24612,4271238,31901,3556999,3402,326120,250,34107,84,6693,334,40961,0,0,60249,60077.71,8195344,8154544,0
2021-05-19,24172,4295410,29728,3586727,3040,329160,235,34342,51,6744,287,41248,0,0,57227,59358.29,8252571,8211485,0
2021-05-20,24132,4319542,30104,3616831,3163,332323,275,34617,89,6833,369,41617,0,0,57768,57759.57,8310339,8268889,0
2021-05-21,24664,4344206,32003,3648834,3057,335380,253,34870,63,6896,319,41936,0,0,60043,55786.29,8370382,8328616,0
2021-05-22,20009,4364215,24374,3673208,2523,337903,169,35039,48,6944,218,42154,0,0,47124,53624,8417506,8375523,0
2021-05-23,11225,4375440,13732,3686940,1411,339314,96,35135,32,6976,130,42284,0,0,26498,52032,8444004,8401893,0
2021-05-24,18857,4394297,23166,3710106,2757,342071,221,35356,55,7031,279,42563,0,0,45059,50566.86,8489063,8446676,0
2021-05-25,19417,4413714,23384,3733490,2601,344672,179,35535,59,7090,238,42801,0,0,45640,48479.86,8534703,8492078,0
2021-05-26,18773,4432487,21090,3754580,2698,347370,205,35740,49,7139,256,43057,0,0,42817,46421.29,8577520,8534641,0
2021-05-27,18451,4450938,21283,3775863,2531,349901,184,35924,62,7201,247,43304,0,0,42512,44241.86,8620032,8576907,0
2021-05-28,17852,4468790,22877,3798740,2751,352652,192,36116,59,7260,252,43556,0,0,43732,41911.71,8663764,8620388,0
2021-05-29,12701,4481491,17817,3816557,1755,354407,106,36222,39,7299,146,43702,0,0,32419,39811,8696183,8652662,0
2021-05-30,7025,4488516,8951,3825508,1074,355481,49,36271,16,7315,65,43767,0,0,17115,38470.57,8713298,8669712,0
2021-05-31,4739,4493255,6923,3832431,1011,356492,65,36336,18,7333,83,43850,0,0,12756,33855.86,8726054,8682385,0
2021-06-01,16045,4509300,25188,3857619,2177,358669,159,36495,44,7377,207,44057,0,0,43617,33566.86,8769671,8725799,0
2021-06-02,15351,4524651,20401,3878020,2095,360764,141,36636,47,7424,188,44245,0,0,38035,32883.71,8807706,8763646,0
2021-06-03,14993,4539644,23824,3901844,2280,363044,134,36770,45,7469,181,44426,0,0,41278,32707.43,8848984,8804745,0
2021-06-04,14707,4554351,26005,3927849,2492,365536,151,36921,42,7511,194,44620,0,0,43399,32659.86,8892383,8847951,0
2021-06-05,10979,4565330,22105,3949954,1806,367342,115,37036,29,7540,145,44765,0,0,35035,33033.57,8927418,8882842,0
2021-06-06,6443,4571773,14485,3964439,1222,368564,91,37127,12,7552,104,44869,0,0,22254,33767.71,8949672,8904993,0
2021-06-07,11695,4583468,21781,3986220,2378,370942,146,37273,38,7590,187,45056,0,0,36041,37094.14,8985713,8940850,0
2021-06-08,12623,4596091,24019,4010239,2071,373013,128,37401,46,7636,175,45231,0,0,38888,36418.57,9024601,8979564,0
2021-06-09,11124,4607215,23025,4033264,2300,375313,141,37542,43,7679,186,45417,0,0,36635,36218.57,9061236,9016015,0
2021-06-10,12054,4619269,22234,4055498,2461,377774,147,37689,63,7742,210,45627,0,0,36960,35601.71,9098196,9052765,0
2021-06-11,12691,4631960,25130,4080628,2483,380257,161,37850,62,7804,224,45851,0,0,40528,35191.57,9138724,9093070,0
2021-06-12,10159,4642119,19318,4099946,1888,382145,97,37947,44,7848,143,45994,0,0,31508,34687.71,9170232,9124437,0
2021-06-13,4249,4646368,10939,4110885,1219,383364,42,37989,21,7869,63,46057,0,0,16472,33861.71,9186704,9140846,0
2021-06-14,10199,4656567,19241,4130126,2040,385404,136,38125,53,7922,189,46246,0,0,31669,33237.14,9218373,9172326,0
2021-06-15,11880,4668447,21016,4151142,1942,387346,132,38257,41,7963,175,46421,0,0,35014,32683.71,9253387,9207167,0
2021-06-16,11581,4680028,19402,4170544,1956,389302,152,38409,74,8037,226,46647,0,0,33165,32188,9286552,9240106,0
2021-06-17,11016,4691044,18760,4189304,1973,391275,132,38541,35,8072,169,46816,0,0,31918,31467.71,9318470,9271857,0
2021-06-18,12165,4703209,18494,4207798,2115,393390,121,38662,37,8109,159,46975,0,0,32934,30382.86,9351404,9304633,0
2021-06-19,8490,4711699,13517,4221315,1459,394849,90,38752,22,8131,112,47087,0,0,23578,29250,9374982,9328099,0
2021-06-20,4333,4716032,7160,4228475,924,395773,37,38789,16,8147,53,47140,0,0,12470,28678.29,9387452,9340516,0
2021-06-21,10152,4726184,10014,4238489,1806,397579,73,38862,28,8175,102,47242,0,0,22074,27307.57,9409526,9362489,0
2021-06-22,9828,4736012,15644,4254133,1588,399167,108,38970,29,8204,137,47379,0,0,27197,26190.86,9436723,9389549,0
2021-06-23,10304,4746316,15187,4269320,1862,401029,104,39074,31,8235,136,47515,0,0,27489,25380,9464212,9416903,0
2021-06-24,9678,4755994,14703,4284023,1798,402827,124,39198,27,8262,153,47668,0,0,26332,24582,9490544,9443084,0
2021-06-25,10583,4766577,14384,4298407,1720,404547,119,39317,38,8300,157,47825,0,0,26844,23712,9517388,9469771,0
2021-06-26,7798,4774375,10465,4308872,1249,405796,79,39396,23,8323,103,47928,0,0,19615,23145.86,9537003,9489284,0
2021-06-27,4997,4779372,6002,4314874,795,406591,34,39430,15,8338,50,47978,0,0,11844,23056.43,9548847,9501079,0
2021-06-28,9032,4788404,10348,4325222,1526,408117,110,39540,26,8364,137,48115,0,0,21043,22909.14,9569890,9521986,0
2021-06-29,9729,4798133,12332,4337554,1347,409464,126,39666,34,8398,161,48276,0,0,23569,22390.86,9593459,9545395,0
2021-06-30,9424,4807557,10933,4348487,1486,410950,151,39817,18,8416,172,48448,0,0,22015,21608.86,9615474,9567241,0
2021-07-01,9391,4816948,10927,4359414,1434,412384,132,39949,25,8441,159,48607,0,0,21911,20977.29,9637385,9588995,0
2021-07-02,9688,4826636,11457,4370871,1541,413925,119,40068,21,8462,140,48747,0,0,22827,20403.43,9660212,9611682,0
2021-07-03,7058,4833694,8423,4379294,1192,415117,79,40147,17,8479,96,48843,0,0,16769,19996.86,9676981,9628355,0
2021-07-04,1286,4834980,1335,4380629,567,415684,11,40158,3,8482,14,48857,0,0,3202,18762.29,9680183,9631543,0
2021-07-05,6491,4841471,7108,4387737,1207,416891,67,40225,22,8504,89,48946,0,0,14895,17884,9695078,9646349,0
2021-07-06,9507,4850978,12854,4400591,1315,418206,117,40342,38,8542,156,49102,0,0,23832,17921.57,9718910,9670026,0
2021-07-07,8661,4859639,11108,4411699,1418,419624,128,40470,21,8563,149,49251,0,0,21336,17824.57,9740246,9691213,0
2021-07-08,8216,4867855,10190,4421889,1258,420882,111,40581,23,8586,136,49387,0,0,19800,17523,9760046,9710879,0
2021-07-09,8369,4876224,10832,4432721,1280,422162,92,40673,20,8606,112,49499,0,0,20593,17203.86,9780639,9731360,0
2021-07-10,7098,4883322,8637,4441358,1131,423293,67,40740,20,8626,88,49587,0,0,16954,17230.29,9797593,9748227,0
2021-07-11,4104,4887426,4540,4445898,701,423994,38,40778,6,8632,44,49631,0,0,9389,18114.14,9806982,9757572,0
2021-07-12,8446,4895872,9563,4455461,1251,425245,85,40863,23,8655,108,49739,0,0,19368,18753.14,9826350,9776832,0
2021-07-13,9457,4905329,9393,4464854,952,426197,109,40972,36,8691,147,49886,0,0,19949,18198.43,9846299,9796636,0
2021-07-14,8991,4914320,9534,4474388,1010,427207,110,41082,22,8713,136,50022,0,0,19671,17960.57,9865970,9816175,0
2021-07-15,8791,4923111,9156,4483544,1052,428259,84,41166,20,8733,105,50127,0,0,19104,17861.14,9885074,9835175,0
2021-07-16,9247,4932358,9765,4493309,981,429240,103,41269,29,8762,132,50259,0,0,20125,17794.29,9905199,9855168,0
2021-07-17,6838,4939196,7389,4500698,803,430043,80,41349,21,8783,101,50360,0,0,15131,17533.86,9920330,9870198,0
2021-07-18,4253,4943449,4285,4504983,575,430618,36,41385,14,8797,50,50410,0,0,9163,17501.57,9929493,9879311,0
2021-07-19,9118,4952567,8487,4513470,999,431617,93,41478,22,8819,116,50526,0,0,18720,17409,9948213,9897916,0
2021-07-20,10639,4963206,8762,4522232,991,432608,96,41574,25,8844,122,50648,0,0,20514,17489.71,9968727,9918309,0
2021-07-21,10050,4973256,8775,4531007,904,433512,149,41723,33,8877,182,50830,0,0,19911,17524,9988638,9938038,0
2021-07-22,10686,4983942,8584,4539591,1046,434558,146,41869,27,8904,174,51004,0,0,20490,17722,10009128,9958355,0
2021-07-23,11246,4995188,8888,4548479,1114,435672,139,42008,23,8927,164,51168,0,0,21412,17905.86,10030540,9979605,0
2021-07-24,7400,5002588,6741,4555220,670,436342,82,42090,26,8953,109,51277,0,0,14920,17875.71,10045460,9994417,0
2021-07-25,5470,5008058,2130,4557350,509,436851,58,42148,4,8957,62,51339,0,0,8171,17734,10053631,10002526,0
