"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","BK_COUNT_FULLY_CUMULATIVE","BK_COUNT_1PLUS_CUMULATIVE","BK_COUNT_ADDITIONAL_CUMULATIVE","BK_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BK_PERC_FULLY","BK_PERC_1PLUS","BK_PERC_ADDITIONAL","BK_PERC_BIVALENT_ADDITIONAL","BX_COUNT_FULLY_CUMULATIVE","BX_COUNT_1PLUS_CUMULATIVE","BX_COUNT_ADDITIONAL_CUMULATIVE","BX_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","BX_PERC_FULLY","BX_PERC_1PLUS","BX_PERC_ADDITIONAL","BX_PERC_BIVALENT_ADDITIONAL","MH_COUNT_FULLY_CUMULATIVE","MH_COUNT_1PLUS_CUMULATIVE","MH_COUNT_ADDITIONAL_CUMULATIVE","MH_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","MH_PERC_FULLY","MH_PERC_1PLUS","MH_PERC_ADDITIONAL","MH_PERC_BIVALENT_ADDITIONAL","QS_COUNT_FULLY_CUMULATIVE","QS_COUNT_1PLUS_CUMULATIVE","QS_COUNT_ADDITIONAL_CUMULATIVE","QS_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","QS_PERC_FULLY","QS_PERC_1PLUS","QS_PERC_ADDITIONAL","QS_PERC_BIVALENT_ADDITIONAL","SI_COUNT_FULLY_CUMULATIVE","SI_COUNT_1PLUS_CUMULATIVE","SI_COUNT_ADDITIONAL_CUMULATIVE","SI_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","SI_PERC_FULLY","SI_PERC_1PLUS","SI_PERC_ADDITIONAL","SI_PERC_BIVALENT_ADDITIONAL"
2022-01-29,6326653,7089283,2690810,75.89,85.04,32.28,0.01,"1772164",1976881,"727873","120",69.23,77.22,28.43,0,"1009667","1141834","321563","64",71.19,80.51,22.67,0,"1328016",1529752,"704494","164",81.54,93.92,43.25,0.01,"1872121",2063586,"800394","94",83.06,91.56,35.51,0,"344685","377230","136486","13",72.39,79.23,28.66,0
2022-01-30,6329815,7091322,2695598,75.93,85.06,32.33,0.01,"1773251",1977511,"729247","120",69.27,77.25,28.49,0,"1010056","1142099","322056","64",71.22,80.53,22.71,0,"1328330",1530221,"705356","164",81.56,93.95,43.31,0.01,"1873269",2064164,"802099","94",83.11,91.58,35.59,0,"344909","377327","136840","13",72.44,79.25,28.74,0
2022-01-31,6336825,7096239,2707036,76.01,85.12,32.47,0.01,"1775348",1978874,"732191","120",69.35,77.3,28.6,0,"1011652","1143233","324387","65",71.33,80.61,22.87,0,"1329167",1531127,"707490","164",81.61,94.01,43.44,0.01,"1875280",2065463,"805532","94",83.2,91.64,35.74,0,"345378","377542","137436","13",72.54,79.29,28.86,0
2022-02-01,6343727,7101094,2717879,76.09,85.18,32.6,0.01,"1777303",1980229,"734923","121",69.43,77.36,28.71,0,"1013444","1144515","326779","65",71.46,80.7,23.04,0,"1330030",1531926,"709465","164",81.66,94.06,43.56,0.01,"1877178",2066671,"808682","98",83.29,91.69,35.88,0,"345772","377753","138030","13",72.62,79.34,28.99,0
2022-02-02,6350059,7105386,2729216,76.17,85.23,32.74,0.01,"1779203",1981474,"738001","121",69.5,77.4,28.83,0,"1015155","1145596","329411","65",71.58,80.78,23.23,0,"1330849",1532690,"711384","164",81.71,94.1,43.68,0.01,"1878751",2067704,"811812","98",83.36,91.74,36.02,0,"346101","377922","138608","13",72.69,79.37,29.11,0
2022-02-03,6356110,7109538,2740236,76.24,85.28,32.87,0.01,"1781057",1982627,"741065","121",69.58,77.45,28.95,0,"1016639","1146571","331781","65",71.68,80.85,23.39,0,"1331593",1533505,"713120","164",81.76,94.15,43.78,0.01,"1880285",2068732,"814942","98",83.43,91.79,36.16,0,"346536","378103","139328","14",72.78,79.41,29.26,0
2022-02-04,6363488,7114175,2753325,76.33,85.33,33.03,0.01,"1783210",1983945,"744509","121",69.66,77.5,29.08,0,"1018356","1147576","334512","66",71.81,80.92,23.59,0,"1332635",1534419,"715388","164",81.82,94.21,43.92,0.01,"1882315",2069913,"818926","98",83.52,91.84,36.33,0,"346972","378322","139990","14",72.87,79.46,29.4,0
2022-02-05,6369687,7117728,2762420,76.4,85.38,33.14,0.01,"1785215",1984931,"747028","122",69.74,77.54,29.18,0,"1019641","1148322","335965","66",71.9,80.97,23.69,0,"1333219",1534982,"716779","164",81.86,94.25,44.01,0.01,"1884268",2070978,"822127","98",83.6,91.89,36.48,0,"347344","378515","140521","14",72.95,79.5,29.51,0
2022-02-06,6371954,7119800,2767233,76.43,85.4,33.19,0.01,"1786012",1985607,"748487","122",69.77,77.57,29.24,0,"1019978","1148549","336527","66",71.92,80.99,23.73,0,"1333461",1535408,"717552","164",81.87,94.27,44.06,0.01,"1885007",2071576,"823833","98",83.63,91.91,36.55,0,"347496","378660","140834","14",72.98,79.53,29.58,0
2022-02-07,6377023,7123882,2777368,76.49,85.45,33.31,0.01,"1787541",1986794,"751343","122",69.83,77.61,29.35,0,"1021161","1149453","338600","66",72,81.05,23.88,0,"1334086",1536215,"719156","164",81.91,94.32,44.16,0.01,"1886407",2072581,"826922","98",83.7,91.96,36.69,0,"347828","378839","141347","14",73.05,79.56,29.69,0
2022-02-08,6382924,7128074,2788652,76.56,85.5,33.45,0.01,"1789259",1987935,"754499","122",69.9,77.66,29.47,0,"1022661","1150402","341084","67",72.11,81.12,24.05,0,"1334872",1537039,"720908","164",81.96,94.37,44.26,0.01,"1887888",2073669,"830178","98",83.76,92.01,36.83,0,"348244","379029","141983","14",73.14,79.6,29.82,0
2022-02-09,6388695,7132316,2800181,76.63,85.55,33.59,0.01,"1791089",1989178,"757747","122",69.97,77.71,29.6,0,"1024128","1151390","343645","67",72.21,81.19,24.23,0,"1335606",1537790,"722672","164",82,94.42,44.37,0.01,"1889253",2074754,"833490","98",83.82,92.05,36.98,0,"348619","379204","142627","14",73.22,79.64,29.95,0
2022-02-10,6394232,7136247,2812390,76.7,85.6,33.73,0.01,"1792781",1990278,"761160","123",70.03,77.75,29.73,0,"1025441","1152280","346430","67",72.31,81.25,24.43,0,"1336331",1538491,"724471","164",82.05,94.46,44.48,0.01,"1890671",2075784,"836961","98",83.89,92.1,37.13,0,"349008","379414","143368","14",73.3,79.68,30.11,0
2022-02-11,6400360,7140719,2826289,76.77,85.65,33.9,0.01,"1794635",1991534,"764989","123",70.11,77.8,29.88,0,"1026901","1153321","349458","68",72.41,81.32,24.64,0,"1337108",1539302,"726629","164",82.1,94.51,44.61,0.01,"1892293",2076956,"841092","98",83.96,92.15,37.32,0,"349423","379606","144121","14",73.39,79.73,30.27,0
2022-02-12,6404860,7143978,2835520,76.83,85.69,34.01,0.01,"1796124",1992585,"767678","123",70.16,77.84,29.99,0,"1027794","1153868","350928","68",72.47,81.36,24.74,0,"1337510",1539768,"727746","166",82.12,94.54,44.68,0.01,"1893760",2078003,"844525","98",84.02,92.2,37.47,0,"349672","379754","144643","14",73.44,79.76,30.38,0
2022-02-13,6406471,7145422,2840470,76.85,85.71,34.07,0.01,"1796733",1993036,"769202","123",70.19,77.86,30.05,0,"1028003","1154035","351514","68",72.49,81.37,24.79,0,"1337683",1540033,"728402","166",82.13,94.56,44.72,0.01,"1894295",2078480,"846461","98",84.05,92.22,37.56,0,"349757","379838","144891","14",73.46,79.77,30.43,0
2022-02-14,6410295,7148358,2850910,76.89,85.74,34.2,0.01,"1797954",1993866,"772274","124",70.24,77.89,30.17,0,"1028878","1154691","353670","69",72.55,81.42,24.94,0,"1338139",1540535,"729883","166",82.16,94.59,44.81,0.01,"1895357",2079286,"849602","98",84.09,92.25,37.7,0,"349967","379980","145481","14",73.5,79.8,30.55,0
2022-02-15,6414604,7151772,2863657,76.94,85.79,34.35,0.01,"1799201",1994830,"775977","124",70.28,77.93,30.31,0,"1029961","1155580","356511","70",72.62,81.48,25.14,0,"1338718",1541100,"731610","167",82.2,94.62,44.92,0.01,"1896522",2080116,"853353","98",84.15,92.29,37.86,0,"350202","380146","146206","14",73.55,79.84,30.71,0
2022-02-16,6418719,7155362,2879049,76.99,85.83,34.53,0.01,"1800449",1995897,"780624","124",70.33,77.97,30.49,0,"1031049","1156405","360126","70",72.7,81.54,25.39,0,"1339248",1541713,"733640","169",82.23,94.66,45.04,0.01,"1897541",2081028,"857609","98",84.19,92.33,38.05,0,"350432","380319","147050","14",73.6,79.87,30.88,0
2022-02-17,6422957,7159406,2896994,77.04,85.88,34.75,0.01,"1801799",1997039,"786004","124",70.39,78.01,30.7,0,"1032060","1157332","364222","70",72.77,81.61,25.68,0,"1339786",1542335,"736032","169",82.26,94.7,45.19,0.01,"1898633",2082198,"862573","98",84.24,92.38,38.27,0,"350679","380502","148163","14",73.65,79.91,31.12,0
2022-02-18,6427926,7163719,2917888,77.1,85.93,35,0.01,"1803385",1998250,"792032","124",70.45,78.06,30.94,0,"1033266","1158345","369046","70",72.86,81.68,26.02,0,"1340422",1543074,"738954","169",82.3,94.74,45.37,0.01,"1899929",2083333,"868572","98",84.3,92.43,38.54,0,"350924","380717","149284","14",73.7,79.96,31.35,0
2022-02-19,6430198,7166778,2929232,77.13,85.97,35.14,0.01,"1804100",1999110,"795209","124",70.48,78.09,31.06,0,"1033769","1158923","370942","71",72.89,81.72,26.16,0.01,"1340675",1543538,"740377","169",82.32,94.77,45.46,0.01,"1900617",2084355,"872813","99",84.33,92.48,38.73,0,"351037","380852","149891","14",73.73,79.99,31.48,0
2022-02-20,6431727,7168555,2935816,77.15,85.99,35.22,0.01,"1804630",1999648,"797168","124",70.5,78.11,31.14,0,"1034019","1159172","371671","71",72.91,81.74,26.21,0.01,"1340833",1543869,"741293","169",82.33,94.79,45.51,0.01,"1901119",2084934,"875398","99",84.35,92.51,38.84,0,"351126","380932","150286","14",73.74,80,31.56,0
2022-02-21,6434546,7171607,2944117,77.18,86.02,35.31,0.01,"1805521",2000560,"799513","125",70.53,78.15,31.23,0,"1034557","1159714","373001","71",72.95,81.77,26.3,0.01,"1341156",1544361,"742388","169",82.34,94.82,45.58,0.01,"1902019",2085852,"878411","99",84.39,92.55,38.97,0,"351293","381120","150804","14",73.78,80.04,31.67,0
2022-02-22,6438949,7175999,2954820,77.24,86.08,35.44,0.01,"1806783",2001739,"802661","126",70.58,78.2,31.36,0,"1035823","1160810","375280","71",73.04,81.85,26.46,0.01,"1341680",1545048,"743849","169",82.38,94.86,45.67,0.01,"1903174",2087053,"881701","99",84.44,92.6,39.12,0,"351489","381349","151329","14",73.82,80.09,31.78,0
2022-02-23,6442838,7180131,2965285,77.28,86.13,35.57,0.01,"1807936",2002966,"805668","126",70.63,78.24,31.47,0,"1036862","1161819","377395","72",73.11,81.92,26.61,0.01,"1342123",1545648,"745320","169",82.4,94.9,45.76,0.01,"1904221",2088151,"885041","99",84.49,92.65,39.27,0,"351696","381547","151861","14",73.86,80.13,31.89,0
2022-02-24,6446582,7183843,2975365,77.33,86.17,35.69,0.01,"1809069",2004056,"808632","126",70.67,78.29,31.59,0,"1037822","1162678","379423","72",73.18,81.98,26.75,0.01,"1342569",1546245,"746638","169",82.43,94.94,45.84,0.01,"1905216",2089134,"888297","100",84.53,92.69,39.41,0,"351906","381730","152375","14",73.91,80.17,32,0
2022-02-25,6450317,7187349,2985295,77.37,86.21,35.81,0.01,"1810256",2005118,"811396","126",70.72,78.33,31.7,0,"1038682","1163414","381176","72",73.24,82.03,26.88,0.01,"1343040",1546799,"748037","169",82.46,94.97,45.93,0.01,"1906204",2090107,"891790","100",84.58,92.73,39.57,0,"352135","381911","152896","14",73.96,80.21,32.11,0
2022-02-26,6453025,7190055,2994859,77.4,86.24,35.92,0.01,"1811019",2005925,"814014","126",70.75,78.36,31.8,0,"1039279","1163851","382650","72",73.28,82.06,26.98,0.01,"1343317",1547181,"749158","169",82.48,94.99,46,0.01,"1907105",2091041,"895617","100",84.62,92.78,39.74,0,"352305","382057","153420","14",73.99,80.24,32.22,0
2022-02-27,6454458,7191745,3001043,77.42,86.26,36,0.01,"1811540",2006452,"815784","126",70.77,78.38,31.87,0,"1039484","1164070","383355","72",73.3,82.08,27.03,0.01,"1343478",1547476,"749846","169",82.49,95.01,46.04,0.01,"1907539",2091593,"898282","100",84.63,92.8,39.86,0,"352417","382154","153776","14",74.01,80.26,32.3,0
2022-02-28,6457675,7195462,3014013,77.46,86.31,36.15,0.01,"1812494",2007530,"819365","126",70.8,78.42,32.01,0,"1040331","1164810","385757","72",73.36,82.13,27.2,0.01,"1343930",1548140,"751640","169",82.52,95.05,46.15,0.01,"1908315",2092628,"902801","102",84.67,92.85,40.06,0,"352605","382354","154450","14",74.05,80.3,32.44,0
2022-03-01,6460393,7197519,3019198,77.49,86.33,36.22,0.01,"1813235",2008122,"820716","126",70.83,78.45,32.06,0,"1041110","1165366","387009","73",73.41,82.17,27.29,0.01,"1344352",1548477,"752458","169",82.54,95.07,46.2,0.01,"1908948",2093124,"904341","104",84.7,92.87,40.12,0,"352748","382430","154674","14",74.08,80.32,32.48,0
2022-03-02,6462941,7199367,3023325,77.52,86.36,36.26,0.01,"1814016",2008638,"821875","126",70.86,78.47,32.11,0,"1041843","1165842","387962","74",73.46,82.21,27.36,0.01,"1344664",1548815,"753173","169",82.56,95.09,46.24,0.01,"1909548",2093541,"905435","104",84.72,92.89,40.17,0,"352870","382531","154880","14",74.11,80.34,32.53,0
2022-03-03,6465593,7201308,3027158,77.55,86.38,36.31,0.01,"1814795",2009108,"822853","127",70.89,78.48,32.14,0,"1042577","1166385","388871","74",73.51,82.24,27.42,0.01,"1344999",1549198,"753850","169",82.58,95.12,46.29,0.01,"1910210",2094013,"906533","104",84.75,92.91,40.22,0,"353012","382604","155051","14",74.14,80.35,32.56,0
2022-03-04,6468509,7203374,3031450,77.59,86.4,36.36,0.01,"1815680",2009688,"824092","127",70.93,78.51,32.19,0,"1043413","1166873","389749","74",73.57,82.28,27.48,0.01,"1345334",1549589,"754638","170",82.6,95.14,46.33,0.01,"1910937",2094533,"907723","105",84.79,92.93,40.27,0,"353145","382691","155248","14",74.17,80.37,32.61,0
2022-03-05,6470689,7204931,3034815,77.62,86.42,36.4,0.01,"1816409",2010194,"825073","127",70.96,78.53,32.23,0,"1043841","1167131","390266","74",73.6,82.3,27.52,0.01,"1345524",1549824,"755192","170",82.61,95.16,46.37,0.01,"1911665",2095013,"908888","105",84.82,92.95,40.33,0,"353250","382769","155396","14",74.19,80.39,32.64,0
2022-03-06,6471605,7205702,3036478,77.63,86.43,36.42,0.01,"1816749",2010428,"825628","127",70.97,78.54,32.25,0,"1043952","1167238","390438","74",73.61,82.3,27.53,0.01,"1345611",1549999,"755517","170",82.62,95.17,46.39,0.01,"1911950",2095209,"909414","105",84.83,92.96,40.35,0,"353343","382828","155481","14",74.21,80.4,32.65,0
2022-03-07,6473475,7207313,3039925,77.65,86.45,36.46,0.01,"1817346",2010889,"826633","127",70.99,78.55,32.29,0,"1044471","1167595","391181","74",73.65,82.33,27.58,0.01,"1345860",1550321,"756127","170",82.63,95.19,46.43,0.01,"1912377",2095633,"910346","105",84.85,92.98,40.39,0,"353421","382875","155638","14",74.23,80.41,32.69,0
2022-03-08,6475406,7208870,3043024,77.67,86.47,36.5,0.01,"1817887",2011312,"827472","127",71.01,78.57,32.32,0,"1045069","1167971","391910","75",73.69,82.36,27.63,0.01,"1346118",1550591,"756729","170",82.65,95.2,46.46,0.01,"1912804",2096050,"911153","105",84.87,93,40.43,0,"353528","382946","155760","14",74.25,80.43,32.71,0
2022-03-09,6477142,7210138,3045598,77.69,86.49,36.53,0.01,"1818442",2011666,"828153","128",71.04,78.58,32.35,0.01,"1045508","1168276","392475","75",73.72,82.38,27.67,0.01,"1346367",1550834,"757244","170",82.66,95.22,46.49,0.01,"1913219",2096359,"911836","105",84.89,93.01,40.46,0,"353606","383003","155890","14",74.26,80.44,32.74,0
2022-03-10,6479325,7211555,3048557,77.72,86.5,36.57,0.01,"1819113",2012077,"828967","128",71.06,78.6,32.38,0.01,"1046085","1168623","393156","76",73.76,82.4,27.72,0.01,"1346636",1551092,"757794","170",82.68,95.23,46.53,0.01,"1913773",2096710,"912614","105",84.91,93.03,40.49,0,"353718","383053","156026","14",74.29,80.45,32.77,0
2022-03-11,6481681,7213129,3051819,77.75,86.52,36.61,0.01,"1819818",2012496,"829873","128",71.09,78.62,32.42,0.01,"1046747","1168999","393841","76",73.81,82.43,27.77,0.01,"1346933",1551390,"758408","170",82.7,95.25,46.57,0.01,"1914359",2097134,"913519","105",84.94,93.05,40.53,0,"353824","383110","156178","14",74.31,80.46,32.8,0
2022-03-12,6483165,7214008,3053856,77.77,86.53,36.63,0.01,"1820231",2012781,"830482","128",71.11,78.63,32.44,0.01,"1047065","1169134","394134","76",73.83,82.44,27.79,0.01,"1347080",1551561,"758728","170",82.71,95.26,46.58,0.01,"1914881",2097377,"914216","105",84.96,93.06,40.56,0,"353908","383155","156296","14",74.33,80.47,32.83,0
2022-03-13,6483964,7214587,3055150,77.78,86.54,36.65,0.01,"1820541",2012987,"830867","128",71.12,78.64,32.46,0.01,"1047178","1169201","394293","76",73.84,82.44,27.8,0.01,"1347161",1551693,"758971","170",82.71,95.27,46.6,0.01,"1915133",2097516,"914652","105",84.97,93.06,40.58,0,"353951","383190","156367","14",74.34,80.48,32.84,0
2022-03-14,6485658,7215931,3058179,77.8,86.55,36.68,0.01,"1821087",2013353,"831737","128",71.14,78.65,32.49,0.01,"1047612","1169475","394846","76",73.87,82.46,27.84,0.01,"1347361",1551995,"759598","170",82.73,95.29,46.64,0.01,"1915557",2097869,"915515","105",84.99,93.08,40.62,0,"354041","383239","156483","14",74.36,80.49,32.86,0
2022-03-15,6487687,7217298,3061233,77.82,86.57,36.72,0.01,"1821689",2013714,"832591","128",71.16,78.66,32.52,0.01,"1048171","1169767","395520","76",73.91,82.48,27.89,0.01,"1347603",1552274,"760164","171",82.74,95.31,46.67,0.01,"1916080",2098250,"916350","106",85.01,93.1,40.66,0,"354144","383293","156608","14",74.38,80.5,32.89,0
2022-03-16,6489822,7218684,3064393,77.85,86.59,36.76,0.01,"1822319",2014106,"833454","129",71.19,78.68,32.56,0.01,"1048791","1170088","396182","76",73.95,82.5,27.94,0.01,"1347863",1552591,"760780","172",82.76,95.33,46.71,0.01,"1916596",2098551,"917195","106",85.04,93.11,40.69,0,"354253","383348","156782","14",74.4,80.51,32.93,0
2022-03-17,6491727,7219863,3067155,77.87,86.6,36.79,0.01,"1822892",2014439,"834237","129",71.21,78.69,32.59,0.01,"1049337","1170355","396747","76",73.99,82.52,27.98,0.01,"1348089",1552845,"761292","173",82.77,95.34,46.74,0.01,"1917085",2098836,"917995","106",85.06,93.12,40.73,0,"354324","383388","156884","14",74.42,80.52,32.95,0
2022-03-18,6494031,7221453,3071024,77.9,86.62,36.84,0.01,"1823617",2014917,"835347","129",71.24,78.71,32.63,0.01,"1049915","1170704","397527","76",74.03,82.55,28.03,0.01,"1348367",1553127,"761984","173",82.79,95.36,46.78,0.01,"1917690",2099239,"919090","106",85.08,93.14,40.78,0,"354442","383466","157076","14",74.44,80.54,32.99,0
2022-03-19,6495823,7222556,3073716,77.92,86.63,36.87,0.01,"1824158",2015250,"836151","129",71.26,78.72,32.66,0.01,"1050262","1170869","397922","76",74.06,82.56,28.06,0.01,"1348558",1553338,"762386","174",82.8,95.37,46.81,0.01,"1918295",2099568,"920027","106",85.11,93.15,40.82,0,"354550","383531","157230","14",74.46,80.55,33.02,0
2022-03-20,6496501,7223129,3075218,77.93,86.64,36.89,0.01,"1824390",2015455,"836623","130",71.27,78.73,32.68,0.01,"1050348","1170926","398097","76",74.06,82.56,28.07,0.01,"1348653",1553485,"762651","174",82.81,95.38,46.83,0.01,"1918515",2099703,"920543","106",85.12,93.16,40.84,0,"354595","383560","157304","14",74.47,80.56,33.04,0
2022-03-21,6498190,7224520,3078322,77.95,86.66,36.92,0.01,"1824895",2015855,"837520","130",71.29,78.75,32.72,0.01,"1050815","1171217","398753","77",74.09,82.58,28.12,0.01,"1348878",1553794,"763209","174",82.82,95.4,46.86,0.01,"1918920",2100028,"921376","106",85.14,93.17,40.88,0,"354682","383626","157464","14",74.49,80.57,33.07,0
2022-03-22,6499834,7225845,3081296,77.97,86.67,36.96,0.01,"1825384",2016211,"838306","130",71.31,78.76,32.75,0.01,"1051248","1171526","399398","77",74.13,82.61,28.16,0.01,"1349137",1554073,"763785","174",82.83,95.42,46.9,0.01,"1919296",2100339,"922218","106",85.16,93.19,40.92,0,"354769","383696","157589","14",74.51,80.58,33.1,0
2022-03-23,6501280,7227109,3084259,77.98,86.69,37,0.01,"1825843",2016553,"839119","130",71.32,78.77,32.78,0.01,"1051641","1171831","400036","77",74.15,82.63,28.21,0.01,"1349330",1554340,"764307","174",82.85,95.43,46.93,0.01,"1919606",2100649,"923080","106",85.17,93.2,40.96,0,"354860","383736","157717","14",74.53,80.59,33.12,0
2022-03-24,6502702,7228301,3086851,78,86.7,37.03,0.01,"1826259",2016881,"839831","130",71.34,78.79,32.81,0.01,"1052045","1172077","400570","77",74.18,82.64,28.24,0.01,"1349507",1554577,"764775","174",82.86,95.45,46.96,0.01,"1919949",2100967,"923840","106",85.19,93.22,40.99,0,"354942","383799","157835","14",74.55,80.61,33.15,0
2022-03-25,6504429,7229678,3090242,78.02,86.72,37.07,0.01,"1826756",2017255,"840803","131",71.36,78.8,32.85,0.01,"1052491","1172377","401166","77",74.21,82.67,28.29,0.01,"1349758",1554878,"765466","174",82.87,95.47,47,0.01,"1920396",2101326,"924831","106",85.2,93.23,41.03,0,"355028","383842","157976","14",74.56,80.61,33.18,0
2022-03-26,6505661,7230565,3092618,78.04,86.73,37.1,0.01,"1827155",2017549,"841451","131",71.38,78.81,32.87,0.01,"1052748","1172515","401495","77",74.23,82.68,28.31,0.01,"1349885",1555059,"765885","174",82.88,95.48,47.02,0.01,"1920765",2101563,"925670","106",85.22,93.24,41.07,0,"355108","383879","158117","14",74.58,80.62,33.21,0
2022-03-27,6506256,7231101,3093934,78.04,86.74,37.11,0.01,"1827361",2017729,"841829","131",71.38,78.82,32.89,0.01,"1052815","1172564","401616","77",74.24,82.68,28.32,0.01,"1349980",1555222,"766160","174",82.89,95.49,47.04,0.01,"1920960",2101685,"926120","106",85.23,93.25,41.09,0,"355140","383901","158209","14",74.59,80.63,33.23,0
2022-03-28,6507491,7232209,3096420,78.06,86.75,37.14,0.01,"1827741",2018066,"842543","131",71.4,78.83,32.91,0.01,"1053147","1172779","402113","77",74.26,82.69,28.35,0.01,"1350149",1555469,"766623","174",82.9,95.5,47.07,0.01,"1921258",2101936,"926838","106",85.24,93.26,41.12,0,"355196","383959","158303","14",74.6,80.64,33.25,0
2022-03-29,6508672,7233259,3098986,78.07,86.76,37.17,0.01,"1828113",2018329,"843216","132",71.41,78.84,32.94,0.01,"1053414","1173024","402668","77",74.28,82.71,28.39,0.01,"1350325",1555685,"767116","174",82.91,95.52,47.1,0.01,"1921572",2102214,"927589","106",85.26,93.27,41.16,0,"355248","384007","158397","14",74.61,80.65,33.27,0
2022-03-30,6509878,7234446,3102038,78.09,86.78,37.21,0.01,"1828464",2018652,"844030","132",71.43,78.86,32.97,0.01,"1053749","1173312","403282","77",74.3,82.73,28.44,0.01,"1350519",1555940,"767692","174",82.92,95.53,47.14,0.01,"1921849",2102482,"928483","106",85.27,93.28,41.2,0,"355297","384060","158551","14",74.62,80.66,33.3,0
2022-03-31,6511205,7235661,3105241,78.1,86.79,37.25,0.01,"1828842",2018975,"844835","132",71.44,78.87,33,0.01,"1054042","1173565","403929","77",74.32,82.75,28.48,0.01,"1350763",1556207,"768314","174",82.93,95.55,47.17,0.01,"1922201",2102805,"929473","106",85.28,93.3,41.24,0,"355357","384109","158690","14",74.63,80.67,33.33,0
2022-04-01,6512804,7237050,3108561,78.12,86.81,37.29,0.01,"1829268",2019365,"845742","133",71.46,78.88,33.04,0.01,"1054435","1173845","404487","77",74.35,82.77,28.52,0.01,"1351063",1556505,"768975","175",82.95,95.57,47.21,0.01,"1922603",2103167,"930520","107",85.3,93.31,41.29,0,"355435","384168","158837","14",74.65,80.68,33.36,0
2022-04-02,6513762,7237915,3110691,78.13,86.82,37.31,0.01,"1829549",2019621,"846373","133",71.47,78.89,33.06,0.01,"1054606","1173985","404756","77",74.36,82.78,28.54,0.01,"1351226",1556687,"769340","175",82.96,95.58,47.24,0.01,"1922890",2103398,"931269","107",85.32,93.32,41.32,0,"355491","384224","158953","14",74.66,80.7,33.38,0
2022-04-03,6514297,7238433,3111930,78.14,86.82,37.33,0.01,"1829745",2019768,"846746","133",71.48,78.9,33.08,0.01,"1054674","1174048","404879","77",74.37,82.78,28.55,0.01,"1351318",1556823,"769601","175",82.97,95.59,47.25,0.01,"1923034",2103552,"931676","107",85.32,93.33,41.34,0,"355526","384242","159028","14",74.67,80.7,33.4,0
2022-04-04,6515642,7239702,3114690,78.16,86.84,37.36,0.01,"1830119",2020112,"847552","133",71.49,78.91,33.11,0.01,"1054998","1174301","405371","77",74.39,82.8,28.58,0.01,"1351582",1557108,"770164","175",82.99,95.6,47.29,0.01,"1923328",2103881,"932459","107",85.33,93.35,41.37,0,"355615","384300","159144","14",74.69,80.71,33.42,0
2022-04-05,6516876,7240908,3117568,78.17,86.85,37.4,0.01,"1830462",2020428,"848283","133",71.51,78.93,33.14,0.01,"1055313","1174571","405949","77",74.41,82.82,28.62,0.01,"1351815",1557421,"770775","175",83,95.62,47.32,0.01,"1923604",2104138,"933271","107",85.35,93.36,41.41,0,"355682","384350","159290","14",74.7,80.72,33.45,0
2022-04-06,6518069,7242142,3120174,78.18,86.87,37.43,0.01,"1830737",2020768,"849003","133",71.52,78.94,33.17,0.01,"1055632","1174822","406433","77",74.43,82.84,28.66,0.01,"1352093",1557713,"771320","175",83.02,95.64,47.36,0.01,"1923871",2104443,"934011","107",85.36,93.37,41.44,0,"355736","384396","159407","14",74.71,80.73,33.48,0
2022-04-07,6519166,7243262,3122551,78.2,86.88,37.45,0.01,"1831020",2021039,"849593","134",71.53,78.95,33.19,0.01,"1055890","1175070","406889","77",74.45,82.86,28.69,0.01,"1352341",1558031,"771865","175",83.03,95.66,47.39,0.01,"1924122",2104675,"934680","107",85.37,93.38,41.47,0,"355793","384447","159524","14",74.72,80.74,33.5,0
2022-04-08,6520641,7244691,3125692,78.21,86.9,37.49,0.01,"1831431",2021434,"850433","134",71.54,78.97,33.22,0.01,"1056210","1175350","407444","77",74.48,82.88,28.73,0.01,"1352623",1558332,"772489","176",83.05,95.68,47.43,0.01,"1924512",2105055,"935645","107",85.39,93.4,41.51,0,"355865","384520","159681","14",74.74,80.76,33.54,0
2022-04-09,6521601,7245513,3127840,78.23,86.91,37.52,0.01,"1831693",2021641,"851043","134",71.55,78.97,33.25,0.01,"1056392","1175508","407723","77",74.49,82.89,28.75,0.01,"1352773",1558523,"772871","176",83.06,95.69,47.45,0.01,"1924819",2105285,"936424","107",85.4,93.41,41.55,0,"355924","384556","159779","14",74.75,80.76,33.56,0
2022-04-10,6522092,7246051,3129044,78.23,86.92,37.53,0.01,"1831860",2021797,"851389","134",71.56,78.98,33.26,0.01,"1056443","1175564","407867","77",74.49,82.89,28.76,0.01,"1352872",1558689,"773139","176",83.06,95.7,47.47,0.01,"1924966",2105424,"936805","107",85.41,93.41,41.56,0,"355951","384577","159844","14",74.76,80.77,33.57,0
