"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_AIAN","COUNT_1PLUS_CUMULATIVE_AIAN","COUNT_ADDITIONAL_CUMULATIVE_AIAN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_AIAN","PERC_FULLY_AIAN","PERC_1PLUS_AIAN","PERC_ADDITIONAL_AIAN","PERC_BIVALENT_ADDITIONAL_AIAN","COUNT_FULLY_CUMULATIVE_ASIAN_NHPI","COUNT_1PLUS_CUMULATIVE_ASIAN_NHPI","COUNT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","PERC_FULLY_ASIAN_NHPI","PERC_1PLUS_ASIAN_NHPI","PERC_ADDITIONAL_ASIAN_NHPI","PERC_BIVALENT_ADDITIONAL_ASIAN_NHPI","COUNT_FULLY_CUMULATIVE_BLACK","COUNT_1PLUS_CUMULATIVE_BLACK","COUNT_ADDITIONAL_CUMULATIVE_BLACK","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_BLACK","PERC_FULLY_BLACK","PERC_1PLUS_BLACK","PERC_ADDITIONAL_BLACK","PERC_BIVALENT_ADDITIONAL_BLACK","COUNT_FULLY_CUMULATIVE_HISP_LATINO","COUNT_1PLUS_CUMULATIVE_HISP_LATINO","COUNT_ADDITIONAL_CUMULATIVE_HISP_LATINO","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_HISP_LATINO","PERC_FULLY_HISP_LATINO","PERC_1PLUS_HISP_LATINO","PERC_ADDITIONAL_HISP_LATINO","PERC_BIVALENT_ADDITIONAL_HISP_LATINO","COUNT_FULLY_CUMULATIVE_WHITE","COUNT_1PLUS_CUMULATIVE_WHITE","COUNT_ADDITIONAL_CUMULATIVE_WHITE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_WHITE","PERC_FULLY_WHITE","PERC_1PLUS_WHITE","PERC_ADDITIONAL_WHITE","PERC_BIVALENT_ADDITIONAL_WHITE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2021-02-22,497305,915212,6473,54,5.97,10.98,0.08,0,"1696","3189","20","<10",8.99,16.91,0.11,0,"76017",148161,"771","<10",6.16,12.01,0.06,0,"59852",117512,"884","<10",3.28,6.44,0.05,0,"73783",154316,"920","13",3.04,6.37,0.04,0,"222851",388660,"3477","19",8.31,14.49,0.13,0,"27516","44080","227","<10","35590","59294","174","<10"
2021-02-23,509775,936583,6669,54,6.11,11.23,0.08,0,"1735","3252","20","<10",9.2,17.24,0.11,0,"78193",151720,"790","<10",6.34,12.3,0.06,0,"61828",120032,"918","<10",3.39,6.57,0.05,0,"75648",158734,"952","13",3.12,6.55,0.04,0,"228082",397444,"3581","19",8.5,14.82,0.13,0,"28031","45003","230","<10","36258","60398","178","<10"
2021-02-24,527364,968104,6919,58,6.33,11.61,0.08,0,"1799","3372","22","<10",9.54,17.88,0.12,0,"80935",157759,"824","<10",6.56,12.79,0.07,0,"64768",124925,"954","10",3.55,6.84,0.05,0,"78657",164990,"994","13",3.25,6.81,0.04,0,"235289",408993,"3702","20",8.77,15.25,0.14,0,"28687","46181","239","<10","37229","61884","184","<10"
2021-02-25,553187,1015914,7300,58,6.64,12.19,0.09,0,"1884","3529","23","<10",9.99,18.71,0.12,0,"85143",167727,"861","<10",6.9,13.6,0.07,0,"68402",131136,"1002","10",3.75,7.18,0.05,0,"83123",173981,"1055","13",3.43,7.18,0.04,0,"246780",427746,"3921","20",9.2,15.95,0.15,0,"29592","48068","247","<10","38263","63727","191","<10"
2021-02-26,580484,1069922,7697,61,6.96,12.83,0.09,0,"1981","3702","25","<10",10.5,19.62,0.13,0,"89625",178506,"912","<10",7.27,14.47,0.07,0,"72195",138480,"1063","10",3.95,7.58,0.06,0,"88085",184592,"1127","14",3.63,7.62,0.05,0,"258531",448750,"4115","22",9.64,16.73,0.15,0,"30563","49905","258","<10","39504","65987","197","<10"
2021-02-27,600560,1114296,8055,62,7.2,13.37,0.1,0,"2041","3880","25","<10",10.82,20.57,0.13,0,"93031",188481,"963","<10",7.54,15.28,0.08,0,"74676",144847,"1094","10",4.09,7.93,0.06,0,"92180",193835,"1193","14",3.8,8,0.05,0,"266782",464031,"4313","23",9.95,17.3,0.16,0,"31288","51612","265","<10","40562","67610","202","<10"
2021-02-28,612945,1152505,8376,62,7.35,13.82,0.1,0,"2086","4002","28","<10",11.06,21.22,0.15,0,"95542",198375,"996","<10",7.74,16.08,0.08,0,"76404",149265,"1145","10",4.18,8.18,0.06,0,"94538",200666,"1250","14",3.9,8.28,0.05,0,"271676",478151,"4476","23",10.13,17.83,0.17,0,"31687","53091","274","<10","41012","68955","207","<10"
2021-03-01,625183,1187467,8799,63,7.5,14.24,0.11,0,"2127","4144","28","<10",11.28,21.97,0.15,0,"97105",205173,"1046","<10",7.87,16.63,0.08,0,"78188",154796,"1209","11",4.28,8.48,0.07,0,"97236",207299,"1325","14",4.01,8.55,0.05,0,"276381",491292,"4692","23",10.31,18.32,0.17,0,"32231","54218","283","<10","41915","70545","216","<10"
2021-03-02,636834,1226816,9018,64,7.64,14.72,0.11,0,"2174","4298","29","<10",11.52,22.78,0.15,0,"98551",212995,"1073","<10",7.99,17.27,0.09,0,"80129",160787,"1245","11",4.39,8.81,0.07,0,"100003",215002,"1378","14",4.13,8.87,0.06,0,"280589",505926,"4773","24",10.46,18.86,0.18,0,"32678","55430","296","<10","42710","72378","224","<10"
2021-03-03,651356,1268056,9249,66,7.81,15.21,0.11,0,"2226","4435","30","<10",11.8,23.51,0.16,0,"100597",221199,"1112","<10",8.15,17.93,0.09,0,"82786",166902,"1272","11",4.53,9.14,0.07,0,"103211",223711,"1421","14",4.26,9.23,0.06,0,"285353",520496,"4883","26",10.64,19.41,0.18,0,"33314","56946","304","<10","43869","74367","227","<10"
2021-03-04,673238,1319206,9538,66,8.08,15.82,0.11,0,"2310","4626","30","<10",12.25,24.52,0.16,0,"104156",231368,"1147","<10",8.44,18.75,0.09,0,"86395",174382,"1322","11",4.73,9.55,0.07,0,"107851",234875,"1482","14",4.45,9.69,0.06,0,"293097",538547,"5009","26",10.93,20.08,0.19,0,"34230","58947","314","<10","45199","76461","234","<10"
2021-03-05,697770,1372362,9882,66,8.37,16.46,0.12,0,"2383","4818","30","<10",12.63,25.54,0.16,0,"108731",241679,"1195","<10",8.81,19.59,0.1,0,"90152",182522,"1369","11",4.94,10,0.07,0,"113313",247357,"1548","14",4.68,10.21,0.06,0,"301122",555857,"5177","26",11.23,20.73,0.19,0,"35295","61012","325","<10","46774","79117","238","<10"
2021-03-06,718606,1415753,10109,68,8.62,16.98,0.12,0,"2472","4984","31","<10",13.1,26.42,0.16,0,"112886",250919,"1226","<10",9.15,20.34,0.1,0,"93104",189187,"1406","11",5.1,10.36,0.08,0,"117915",257396,"1595","14",4.87,10.62,0.07,0,"308441",569541,"5279","27",11.5,21.24,0.2,0,"36061","62749","328","<10","47727","80977","244","<10"
2021-03-07,736126,1449476,10326,70,8.83,17.39,0.12,0,"2536","5100","31","<10",13.44,27.04,0.16,0.01,"116474",258452,"1262","<10",9.44,20.95,0.1,0,"94986",194197,"1439","11",5.2,10.64,0.08,0,"121549",264128,"1637","14",5.02,10.9,0.07,0,"315256",580995,"5378","28",11.75,21.66,0.2,0,"36705","64038","330","<10","48620","82566","249","<10"
2021-03-08,754920,1488850,10658,74,9.06,17.86,0.13,0,"2596","5241","31","<10",13.76,27.78,0.16,0.01,"119116",266040,"1289","<10",9.66,21.57,0.1,0,"97648",200409,"1473","11",5.35,10.98,0.08,0,"125466",272565,"1688","16",5.18,11.25,0.07,0,"322513",594544,"5584","30",12.03,22.17,0.21,0,"37529","65368","340","<10","50052","84683","253","<10"
2021-03-09,772624,1529848,10895,77,9.27,18.35,0.13,0,"2645","5402","31","<10",14.02,28.64,0.16,0.01,"121548",273438,"1326","<10",9.85,22.17,0.11,0,"100096",207363,"1515","12",5.48,11.36,0.08,0,"129531",282103,"1730","16",5.34,11.64,0.07,0,"329155",607828,"5688","31",12.27,22.66,0.21,0,"38212","66799","342","<10","51437","86915","263","<10"
2021-03-10,790910,1580797,11187,81,9.49,18.96,0.13,0,"2702","5590","32","<10",14.32,29.63,0.17,0.01,"124141",282967,"1368","<10",10.06,22.94,0.11,0,"102757",215408,"1560","12",5.63,11.8,0.09,0,"134073",294008,"1787","16",5.53,12.13,0.07,0,"335690",624673,"5821","35",12.52,23.29,0.22,0,"38894","68805","349","<10","52653","89346","270","<10"
2021-03-11,815335,1639744,11459,83,9.78,19.67,0.14,0,"2789","5778","33","<10",14.78,30.63,0.17,0.01,"128135",294944,"1405","<10",10.39,23.91,0.11,0,"106191",223888,"1603","13",5.82,12.26,0.09,0,"139451",307804,"1839","17",5.75,12.7,0.08,0,"345095",644390,"5935","35",12.87,24.03,0.22,0,"39802","71108","363","<10","53872","91832","281","<10"
2021-03-12,845682,1691682,11848,84,10.14,20.29,0.14,0,"2893","5928","35","<10",15.34,31.42,0.19,0.01,"132722",304935,"1447","<10",10.76,24.72,0.12,0,"110758",232371,"1663","13",6.07,12.73,0.09,0,"145338",320832,"1924","17",6,13.24,0.08,0,"358171",660128,"6124","35",13.35,24.61,0.23,0,"40794","73379","370","<10","55006","94109","285","<10"
2021-03-13,872705,1732709,12154,85,10.47,20.78,0.15,0,"3007","6086","35","<10",15.94,32.26,0.19,0.01,"138112",314107,"1502","<10",11.2,25.46,0.12,0,"114028",238881,"1711","13",6.25,13.08,0.09,0,"150422",330410,"1973","17",6.21,13.63,0.08,0,"369539",672307,"6262","36",13.78,25.07,0.23,0,"41652","75134","380","<10","55945","95784","291","<10"
2021-03-14,890050,1764090,12402,86,10.68,21.16,0.15,0,"3084","6185","35","<10",16.35,32.79,0.19,0.01,"141770",322537,"1536","<10",11.49,26.15,0.12,0,"115950",242598,"1757","13",6.35,13.29,0.1,0,"153198",336665,"2016","17",6.32,13.89,0.08,0,"377295",682949,"6380","37",14.07,25.46,0.24,0,"42192","76295","386","<10","56561","96861","292","<10"
2021-03-15,909733,1799246,12748,89,10.91,21.58,0.15,0,"3148","6315","37","<10",16.69,33.48,0.2,0.01,"144679",330002,"1579","<10",11.73,26.75,0.13,0,"118580",247570,"1806","13",6.49,13.56,0.1,0,"157023",344322,"2081","17",6.48,14.21,0.09,0,"385777",694790,"6548","40",14.38,25.91,0.24,0,"42981","77835","395","<10","57545","98412","302","<10"
2021-03-16,932731,1839115,13064,94,11.19,22.06,0.16,0,"3220","6468","39","<10",17.07,34.29,0.21,0.01,"147895",338225,"1619","<10",11.99,27.42,0.13,0,"121956",254322,"1856","14",6.68,13.93,0.1,0,"162089",353339,"2145","17",6.69,14.58,0.09,0,"394938",707094,"6693","44",14.73,26.36,0.25,0,"44005","79504","402","<10","58628","100163","310","<10"
2021-03-17,959142,1881349,13506,96,11.5,22.57,0.16,0,"3331","6633","41","<10",17.66,35.16,0.22,0.01,"152008",346781,"1671","<10",12.32,28.11,0.14,0,"126778",260669,"1930","15",6.94,14.28,0.11,0,"167686",362954,"2235","17",6.92,14.98,0.09,0,"404385",720859,"6894","44",15.08,26.88,0.26,0,"45093","81448","415","<10","59861","102005","320","<10"
2021-03-18,988569,1931607,13951,96,11.86,23.17,0.17,0,"3446","6827","44","<10",18.27,36.19,0.23,0.01,"157029",357221,"1737","<10",12.73,28.96,0.14,0,"132339",267920,"2010","15",7.25,14.67,0.11,0,"173882",374466,"2325","17",7.17,15.45,0.1,0,"414318",737438,"7073","44",15.45,27.5,0.26,0,"46353","83643","428","<10","61202","104092","334","<10"
2021-03-19,1020948,1980419,14337,99,12.25,23.76,0.17,0,"3555","6996","47","<10",18.85,37.09,0.25,0.01,"162110",366677,"1796","<10",13.14,29.72,0.15,0,"138530",275288,"2079","15",7.59,15.08,0.11,0,"181194",386406,"2420","17",7.48,15.94,0.1,0,"425020",752712,"7214","46",15.85,28.07,0.27,0,"47663","85978","438","<10","62876","106362","343","<10"
2021-03-20,1048877,2020336,14681,101,12.58,24.23,0.18,0,"3688","7151","47","<10",19.55,37.91,0.25,0.01,"167568",375189,"1855","<10",13.58,30.41,0.15,0,"143406",280728,"2141","15",7.85,15.38,0.12,0,"187751",396397,"2506","17",7.75,16.36,0.1,0,"433589",764957,"7333","48",16.17,28.52,0.27,0,"48773","87761","450","<10","64102","108153","349","<10"
2021-03-21,1067672,2048069,15001,103,12.81,24.57,0.18,0,"3743","7259","48","<10",19.84,38.48,0.25,0.01,"171995",381995,"1915","<10",13.94,30.96,0.16,0,"146453",283714,"2199","15",8.02,15.54,0.12,0,"191225",402543,"2571","18",7.89,16.61,0.11,0,"439827",774622,"7459","48",16.4,28.88,0.28,0,"49498","88937","456","<10","64931","108999","353","<10"
2021-03-22,1095763,2083333,15339,105,13.14,24.99,0.18,0,"3842","7420","49","<10",20.37,39.33,0.26,0.01,"176607",389030,"1972","<10",14.32,31.54,0.16,0,"151659",288204,"2265","15",8.31,15.78,0.12,0,"197101",410163,"2640","19",8.13,16.92,0.11,0,"449562",787712,"7590","48",16.76,29.37,0.28,0,"50602","90371","464","<10","66390","110433","359","<10"
2021-03-23,1129764,2123524,15655,106,13.55,25.47,0.19,0,"3961","7575","50","<10",21,40.16,0.27,0.01,"182544",397498,"2032","<10",14.8,32.22,0.16,0,"157559",293969,"2312","15",8.63,16.1,0.13,0,"204362",418946,"2714","19",8.43,17.29,0.11,0,"461127",801291,"7705","48",17.19,29.88,0.29,0,"52027","92091","473","<10","68184","112154","369","<10"
2021-03-24,1168107,2166867,16052,110,14.01,25.99,0.19,0,"4100","7747","50","<10",21.73,41.07,0.27,0.01,"189596",405793,"2092","<10",15.37,32.89,0.17,0,"163514",300719,"2384","15",8.96,16.47,0.13,0,"212736",428911,"2792","19",8.78,17.7,0.12,0,"474407",815404,"7871","51",17.69,30.4,0.29,0,"53688","94186","485","<10","70066","114107","378","10"
2021-03-25,1218043,2212427,16549,112,14.61,26.54,0.2,0,"4256","7924","50","<10",22.56,42.01,0.27,0.01,"199047",414995,"2170","<10",16.13,33.64,0.18,0,"170637",306921,"2456","15",9.35,16.81,0.13,0,"223158",439632,"2884","19",9.21,18.14,0.12,0,"492903",830213,"8105","52",18.38,30.96,0.3,0,"55847","96592","495","<10","72195","116150","389","11"
2021-03-26,1271207,2252731,17108,116,15.25,27.02,0.21,0,"4433","8070","52","<10",23.5,42.78,0.28,0.01,"209416",423513,"2258","10",16.98,34.33,0.18,0,"178073",312431,"2548","16",9.75,17.11,0.14,0,"234286",449796,"3018","19",9.67,18.56,0.12,0,"512426",842132,"8324","53",19.11,31.4,0.31,0,"57942","98745","509","<10","74631","118044","399","11"
2021-03-27,1315294,2289664,17576,119,15.78,27.46,0.21,0,"4607","8194","55","<10",24.42,43.44,0.29,0.01,"219219",432325,"2328","10",17.77,35.04,0.19,0,"184388",317244,"2620","16",10.1,17.38,0.14,0,"243978",458771,"3125","20",10.07,18.93,0.13,0,"527136",852837,"8519","55",19.65,31.8,0.32,0,"59618","100567","521","<10","76348","119726","408","11"
2021-03-28,1347922,2315974,17972,121,16.17,27.78,0.22,0,"4721","8270","59","<10",25.03,43.84,0.31,0.01,"227271",439616,"2392","10",18.42,35.64,0.19,0,"188750",319916,"2677","16",10.34,17.52,0.15,0,"250030",464921,"3208","21",10.32,19.18,0.13,0,"538648",860712,"8687","56",20.08,32.09,0.32,0,"60815","101780","532","<10","77687","120759","417","11"
2021-03-29,1386581,2352271,18431,123,16.63,28.22,0.22,0,"4865","8413","61","<10",25.79,44.6,0.32,0.01,"235070",447664,"2467","10",19.05,36.29,0.2,0,"194830",324846,"2771","16",10.67,17.79,0.15,0,"258225",473267,"3300","21",10.65,19.53,0.14,0,"551930",872273,"8866","57",20.58,32.52,0.33,0,"62192","103521","543","<10","79469","122287","423","12"
2021-03-30,1428509,2394779,18866,126,17.13,28.73,0.23,0,"5014","8575","62","<10",26.58,45.46,0.33,0.01,"243122",456671,"2537","10",19.71,37.02,0.21,0,"201807",330858,"2840","17",11.05,18.12,0.16,0,"267349",482950,"3395","21",11.03,19.93,0.14,0,"566032",886090,"9049","59",21.11,33.04,0.34,0,"63847","105599","554","<10","81338","124036","429","12"
2021-03-31,1476055,2448538,19358,128,17.71,29.37,0.23,0,"5173","8762","67","<10",27.42,46.45,0.36,0.01,"252757",467811,"2624","10",20.49,37.92,0.21,0,"208631",337503,"2920","17",11.43,18.48,0.16,0,"277488",494567,"3527","22",11.45,20.41,0.15,0,"582713",905785,"9218","60",21.73,33.77,0.34,0,"65709","107841","566","<10","83584","126269","436","12"
2021-04-01,1535859,2509066,20204,135,18.42,30.1,0.24,0,"5355","8964","71","<10",28.39,47.52,0.38,0.01,"264764",480308,"2764","11",21.46,38.93,0.22,0,"216388",344880,"3036","17",11.85,18.89,0.17,0,"290617",507889,"3685","24",11.99,20.96,0.15,0,"603970",927277,"9603","63",22.52,34.57,0.36,0,"68329","110682","593","<10","86436","129066","452","13"
2021-04-02,1595088,2563270,20759,140,19.13,30.75,0.25,0,"5556","9126","72","<10",29.45,48.38,0.38,0.01,"277447",491969,"2857","11",22.49,39.88,0.23,0,"223968",351499,"3118","17",12.27,19.25,0.17,0,"304444",520039,"3835","24",12.56,21.46,0.16,0,"622947",945417,"9805","68",23.23,35.25,0.37,0,"71042","113381","606","<10","89684","131839","466","13"
2021-04-03,1640495,2610345,21152,141,19.68,31.31,0.25,0,"5694","9260","76","<10",30.18,49.09,0.4,0.01,"288934",503697,"2917","11",23.42,40.83,0.24,0,"230030",356726,"3185","17",12.6,19.54,0.17,0,"314916",530767,"3936","24",12.99,21.9,0.16,0,"635979",960473,"9947","69",23.71,35.81,0.37,0,"72994","115476","617","<10","91948","133946","474","13"
2021-04-04,1669210,2640033,21458,143,20.02,31.67,0.26,0,"5783","9347","80","<10",30.66,49.55,0.42,0.01,"298049",512934,"2982","11",24.16,41.58,0.24,0,"232944",359249,"3221","17",12.76,19.68,0.18,0,"320347",536670,"4015","25",13.22,22.14,0.17,0,"645074",970380,"10058","70",24.05,36.18,0.38,0,"74048","116571","624","<10","92965","134882","478","13"
2021-04-05,1712926,2691896,21969,145,20.55,32.29,0.26,0,"5946","9536","82","<10",31.52,50.55,0.43,0.01,"306867",525487,"3061","11",24.87,42.6,0.25,0,"238600",365081,"3289","17",13.07,20,0.18,0,"330346",547487,"4144","25",13.63,22.59,0.17,0,"659986",988209,"10250","72",24.61,36.85,0.38,0,"75940","118835","649","<10","95241","137261","494","13"
2021-04-06,1760230,2757371,22522,147,21.11,33.07,0.27,0,"6138","9784","86","<10",32.54,51.87,0.46,0.01,"316492",541235,"3169","11",25.66,43.87,0.26,0,"245621",372297,"3385","17",13.45,20.39,0.19,0,"341147",561507,"4269","25",14.08,23.17,0.18,0,"675262",1010611,"10433","72",25.18,37.68,0.39,0,"77993","121686","672","<10","97577","140251","508","14"
2021-04-07,1812303,2826156,23028,152,21.74,33.9,0.28,0,"6314","9998","88","<10",33.47,53,0.47,0.01,"326723",557744,"3245","11",26.48,45.21,0.26,0,"253001",380897,"3467","19",13.86,20.86,0.19,0,"352867",576529,"4398","25",14.56,23.79,0.18,0,"692884",1032843,"10624","75",25.83,38.51,0.4,0,"80506","124577","687","<10","100008","143568","519","14"
2021-04-08,1871743,2899750,23592,154,22.45,34.78,0.28,0,"6503","10243","89","<10",34.47,54.3,0.47,0.01,"338863",574950,"3330","11",27.47,46.61,0.27,0,"260643",390338,"3542","19",14.28,21.38,0.19,0,"366343",593082,"4559","25",15.12,24.47,0.19,0,"713704",1056110,"10829","77",26.61,39.38,0.4,0,"82974","127793","703","<10","102713","147234","540","14"
2021-04-09,1932672,2972672,24215,158,23.18,35.66,0.29,0,"6675","10504","95","<10",35.38,55.68,0.5,0.01,"350881",592791,"3403","11",28.44,48.05,0.28,0,"268992",399410,"3643","19",14.73,21.88,0.2,0,"381398",610160,"4748","26",15.74,25.18,0.2,0,"732929",1077850,"11049","79",27.33,40.19,0.41,0,"85823","130993","723","<10","105974","150964","554","15"
2021-04-10,1977712,3032512,24652,159,23.72,36.37,0.3,0,"6823","10713","96","<10",36.17,56.79,0.51,0.01,"361468",609221,"3483","11",29.3,49.38,0.28,0,"274522",406288,"3711","19",15.04,22.25,0.2,0,"392826",624720,"4885","26",16.21,25.78,0.2,0,"746101",1094361,"11174","79",27.82,40.8,0.42,0,"87739","133497","737","<10","108233","153712","566","15"
2021-04-11,2010994,3076008,25004,160,24.12,36.9,0.3,0,"6926","10889","98","<10",36.72,57.72,0.52,0.01,"370236",622390,"3559","11",30.01,50.45,0.29,0,"277854",410760,"3771","19",15.22,22.5,0.21,0,"399845",634302,"4970","27",16.5,26.17,0.21,0,"757217",1106590,"11290","79",28.23,41.26,0.42,0,"89089","135137","747","<10","109827","155940","569","15"
2021-04-12,2053988,3133584,25564,161,24.64,37.59,0.31,0,"7071","11078","98","<10",37.48,58.73,0.52,0.01,"378623",637334,"3661","11",30.69,51.66,0.3,0,"283282",417681,"3843","19",15.52,22.88,0.21,0,"410155",647703,"5118","27",16.92,26.72,0.21,0,"771553",1123280,"11500","80",28.77,41.88,0.43,0,"90998","137521","764","<10","112306","158987","580","15"
2021-04-13,2086080,3184214,26070,162,25.02,38.19,0.31,0,"7199","11256","99","<10",38.16,59.67,0.52,0.01,"385129",650455,"3749","11",31.22,52.73,0.3,0,"288546",423657,"3926","19",15.8,23.2,0.22,0,"417372",659292,"5250","28",17.22,27.2,0.22,0,"781673",1138146,"11672","80",29.15,42.44,0.44,0,"92324","139649","779","<10","113837","161759","595","15"
2021-04-14,2123022,3232423,26578,166,25.47,38.77,0.32,0,"7350","11431","102","<10",38.96,60.6,0.54,0.01,"392932",662827,"3810","12",31.85,53.73,0.31,0,"294254",430204,"4004","19",16.12,23.56,0.22,0,"425610",671139,"5386","28",17.56,27.69,0.22,0,"793579",1150682,"11888","83",29.59,42.9,0.44,0,"93903","141702","789","<10","115394","164438","599","15"
2021-04-15,2163591,3282809,27176,171,25.95,39.38,0.33,0,"7503","11620","104","<10",39.77,61.6,0.55,0.01,"401932",676115,"3911","12",32.58,54.81,0.32,0,"299756",436778,"4104","19",16.42,23.92,0.22,0,"435131",683295,"5519","28",17.95,28.19,0.23,0,"806495",1163940,"12126","87",30.07,43.4,0.45,0,"95801","144042","803","<10","116973","167019","609","16"
2021-04-16,2202767,3332952,27684,173,26.42,39.98,0.33,0,"7646","11801","106","<10",40.53,62.56,0.56,0.01,"410389",688881,"4003","12",33.27,55.84,0.32,0,"305469",443904,"4177","20",16.73,24.31,0.23,0,"444947",696341,"5640","28",18.36,28.73,0.23,0,"817972",1176212,"12315","88",30.5,43.86,0.46,0,"97685","146316","820","<10","118659","169497","623","16"
2021-04-17,2236122,3375556,28104,177,26.82,40.49,0.34,0,"7786","11958","110","<10",41.27,63.39,0.58,0.01,"418680",701202,"4076","12",33.94,56.84,0.33,0,"309820",449497,"4231","20",16.97,24.62,0.23,0,"453209",707797,"5755","28",18.7,29.2,0.24,0,"827342",1185660,"12464","91",30.85,44.21,0.46,0,"99308","148093","833","<10","119977","171349","635","17"
2021-04-18,2263769,3403195,28451,178,27.15,40.82,0.34,0,"7905","12054","111","<10",41.91,63.9,0.59,0.01,"426308",710327,"4146","13",34.56,57.58,0.34,0,"312886",452674,"4277","20",17.14,24.79,0.23,0,"459307",714390,"5859","28",18.95,29.48,0.24,0,"836138",1192082,"12568","91",31.18,44.45,0.47,0,"100558","149111","841","<10","120667","172557","649","17"
2021-04-19,2298166,3439898,28894,180,27.57,41.26,0.35,0,"8068","12183","113","<10",42.77,64.58,0.6,0.01,"433576",720496,"4230","13",35.15,58.4,0.34,0,"317252",457578,"4348","20",17.38,25.06,0.24,0,"466894",723638,"5976","28",19.26,29.86,0.25,0,"848362",1201049,"12721","92",31.63,44.78,0.47,0,"102051","150600","850","<10","121963","174354","656","17"
2021-04-20,2335938,3479565,29318,182,28.02,41.74,0.35,0,"8205","12332","113","<10",43.5,65.37,0.6,0.01,"441304",730308,"4310","13",35.77,59.2,0.35,0,"322387",463185,"4417","21",17.66,25.37,0.24,0,"475023",734306,"6086","29",19.6,30.3,0.25,0,"861868",1210881,"12864","92",32.14,45.15,0.48,0,"103642","152239","860","<10","123509","176314","668","17"
2021-04-21,2379330,3517196,29994,183,28.54,42.19,0.36,0,"8368","12474","115","<10",44.36,66.13,0.61,0.01,"450299",739304,"4404","14",36.5,59.93,0.36,0,"327900",468690,"4531","21",17.96,25.67,0.25,0,"483976",744671,"6239","29",19.97,30.73,0.26,0,"878377",1219872,"13135","92",32.75,45.48,0.49,0,"105333","153956","879","<10","125077","178229","691","17"
2021-04-22,2425520,3554357,30441,184,29.09,42.63,0.37,0,"8537","12619","117","<10",45.26,66.89,0.62,0.01,"460054",747777,"4507","14",37.29,60.62,0.37,0,"333510",474128,"4597","21",18.27,25.97,0.25,0,"493433",755401,"6343","29",20.36,31.17,0.26,0,"896052",1228552,"13285","93",33.41,45.81,0.5,0,"107162","155706","891","<10","126772","180174","701","17"
2021-04-23,2467728,3592636,30864,185,29.6,43.09,0.37,0,"8672","12773","118","<10",45.97,67.71,0.63,0.01,"469211",756333,"4570","14",38.03,61.31,0.37,0,"338817",480012,"4689","21",18.56,26.29,0.26,0,"502826",767276,"6456","29",20.75,31.66,0.27,0,"910950",1236442,"13411","94",33.97,46.1,0.5,0,"108980","157695","901","<10","128272","182105","719","17"
2021-04-24,2507911,3624074,31226,186,30.08,43.47,0.37,0,"8803","12884","123","<10",46.67,68.3,0.65,0.01,"479488",764579,"4637","14",38.87,61.98,0.38,0,"343358",484252,"4739","21",18.81,26.52,0.26,0,"511698",777878,"6554","29",21.11,32.1,0.27,0,"924471",1241962,"13537","95",34.47,46.31,0.5,0,"110590","159122","905","<10","129503","183397","731","17"
2021-04-25,2538181,3642466,31496,186,30.45,43.69,0.38,0,"8880","12942","123","<10",47.07,68.61,0.65,0.01,"488597",770309,"4703","14",39.61,62.44,0.38,0,"345904",486192,"4772","21",18.94,26.63,0.26,0,"517881",783263,"6616","29",21.37,32.32,0.27,0,"934929",1245644,"13641","95",34.86,46.45,0.51,0,"111665","159925","908","<10","130325","184191","733","17"
2021-04-26,2578839,3670124,31936,189,30.93,44.02,0.38,0,"9030","13019","124","<10",47.87,69.02,0.66,0.01,"497958",776890,"4786","14",40.36,62.98,0.39,0,"350561",490189,"4838","23",19.2,26.85,0.26,0,"526177",791592,"6725","29",21.71,32.66,0.28,0,"949820",1251355,"13787","96",35.41,46.66,0.51,0,"113319","161444","932","<10","131974","185635","744","17"
2021-04-27,2626676,3700059,32409,190,31.51,44.38,0.39,0,"9203","13117","128","<10",48.79,69.53,0.68,0.01,"508611",783489,"4866","14",41.23,63.51,0.39,0,"356163",494861,"4897","23",19.51,27.1,0.27,0,"536528",800584,"6845","30",22.14,33.03,0.28,0,"967165",1257922,"13969","96",36.06,46.9,0.52,0,"115233","162912","944","<10","133773","187174","760","17"
