"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_AIAN","COUNT_1PLUS_CUMULATIVE_AIAN","COUNT_ADDITIONAL_CUMULATIVE_AIAN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_AIAN","PERC_FULLY_AIAN","PERC_1PLUS_AIAN","PERC_ADDITIONAL_AIAN","PERC_BIVALENT_ADDITIONAL_AIAN","COUNT_FULLY_CUMULATIVE_ASIAN_NHPI","COUNT_1PLUS_CUMULATIVE_ASIAN_NHPI","COUNT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_ASIAN_NHPI","PERC_FULLY_ASIAN_NHPI","PERC_1PLUS_ASIAN_NHPI","PERC_ADDITIONAL_ASIAN_NHPI","PERC_BIVALENT_ADDITIONAL_ASIAN_NHPI","COUNT_FULLY_CUMULATIVE_BLACK","COUNT_1PLUS_CUMULATIVE_BLACK","COUNT_ADDITIONAL_CUMULATIVE_BLACK","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_BLACK","PERC_FULLY_BLACK","PERC_1PLUS_BLACK","PERC_ADDITIONAL_BLACK","PERC_BIVALENT_ADDITIONAL_BLACK","COUNT_FULLY_CUMULATIVE_HISP_LATINO","COUNT_1PLUS_CUMULATIVE_HISP_LATINO","COUNT_ADDITIONAL_CUMULATIVE_HISP_LATINO","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_HISP_LATINO","PERC_FULLY_HISP_LATINO","PERC_1PLUS_HISP_LATINO","PERC_ADDITIONAL_HISP_LATINO","PERC_BIVALENT_ADDITIONAL_HISP_LATINO","COUNT_FULLY_CUMULATIVE_WHITE","COUNT_1PLUS_CUMULATIVE_WHITE","COUNT_ADDITIONAL_CUMULATIVE_WHITE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_WHITE","PERC_FULLY_WHITE","PERC_1PLUS_WHITE","PERC_ADDITIONAL_WHITE","PERC_BIVALENT_ADDITIONAL_WHITE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2021-06-09,4072019,4566405,44236,238,48.84,54.77,0.53,0,"14324","16195","183","<10",75.93,85.85,0.97,0.02,"856979",959770,"7098","21",69.47,77.8,0.58,0,"553052",629041,"6890","26",30.29,34.45,0.38,0,"932843",1094993,"10347","48",38.49,45.18,0.43,0,"1322577",1412439,"17242","111",49.31,52.66,0.64,0,"180283","211161","1340","10","211961","242806","1136","19"
2021-06-10,4096431,4580745,44420,238,49.14,54.95,0.53,0,"14405","16254","183","<10",76.36,86.16,0.97,0.02,"861573",961927,"7135","21",69.84,77.97,0.58,0,"556941",631415,"6922","26",30.5,34.58,0.38,0,"941262",1100782,"10404","48",38.84,45.42,0.43,0,"1327129",1414330,"17286","111",49.48,52.73,0.64,0,"181535","212053","1348","10","213586","243984","1142","19"
2021-06-11,4123884,4595853,44622,238,49.47,55.13,0.54,0,"14498","16331","183","<10",76.86,86.57,0.97,0.02,"866833",964554,"7169","21",70.27,78.19,0.58,0,"561346",633633,"6973","26",30.74,34.7,0.38,0,"951005",1106902,"10459","48",39.24,45.67,0.43,0,"1331742",1416149,"17335","111",49.66,52.8,0.65,0,"183116","213060","1355","10","215344","245224","1148","19"
2021-06-12,4144947,4607723,44738,238,49.72,55.27,0.54,0,"14604","16378","183","<10",77.42,86.82,0.97,0.02,"872017",967287,"7195","21",70.69,78.41,0.58,0,"564422",635245,"7001","26",30.91,34.79,0.38,0,"958311",1111569,"10494","48",39.54,45.86,0.43,0,"1334734",1417315,"17356","111",49.77,52.85,0.65,0,"184133","213718","1357","10","216726","246211","1152","19"
2021-06-13,4157068,4613018,44799,238,49.86,55.33,0.54,0,"14648","16396","183","<10",77.65,86.92,0.97,0.02,"875243",968475,"7209","21",70.95,78.51,0.58,0,"565963",635839,"7011","26",31,34.82,0.38,0,"962327",1113715,"10509","48",39.71,45.95,0.43,0,"1336559",1417853,"17374","111",49.83,52.87,0.65,0,"184789","214054","1358","10","217539","246686","1155","19"
2021-06-14,4178286,4625172,44971,239,50.12,55.48,0.54,0,"14721","16437","184","<10",78.04,87.13,0.98,0.02,"879768",970683,"7242","21",71.31,78.68,0.59,0,"569112",637536,"7047","26",31.17,34.92,0.39,0,"969486",1118566,"10560","49",40,46.15,0.44,0,"1339998",1419451,"17413","111",49.96,52.93,0.65,0,"186203","214881","1366","10","218998","247618","1159","19"
2021-06-15,4201318,4638938,45177,242,50.39,55.64,0.54,0,"14789","16490","185","<10",78.4,87.42,0.98,0.02,"884721",973104,"7268","21",71.72,78.88,0.59,0,"572869",639939,"7082","26",31.38,35.05,0.39,0,"977392",1123804,"10631","51",40.33,46.37,0.44,0,"1343663",1421191,"17461","111",50.1,52.99,0.65,0,"187467","215757","1378","10","220417","248653","1172","19"
2021-06-16,4222589,4652366,45388,243,50.65,55.81,0.54,0,"14875","16545","187","<10",78.85,87.71,0.99,0.02,"889418",975336,"7302","21",72.1,79.06,0.59,0,"576340",642311,"7124","26",31.57,35.18,0.39,0,"984615",1128947,"10699","52",40.63,46.58,0.44,0,"1346957",1422937,"17513","111",50.22,53.06,0.65,0,"188582","216583","1382","10","221802","249707","1181","19"
2021-06-17,4243114,4665199,45569,243,50.9,55.96,0.55,0,"14940","16587","187","<10",79.2,87.93,0.99,0.02,"893504",977494,"7327","21",72.43,79.24,0.59,0,"579883",644483,"7162","26",31.76,35.3,0.39,0,"991698",1133934,"10771","52",40.92,46.79,0.44,0,"1350079",1424548,"17552","111",50.34,53.12,0.65,0,"189717","217397","1386","10","223293","250756","1184","19"
2021-06-18,4263648,4679307,45726,243,51.14,56.13,0.55,0,"15029","16633","190","<10",79.67,88.17,1.01,0.02,"897764",979825,"7344","21",72.77,79.43,0.6,0,"583041",646966,"7195","26",31.93,35.43,0.39,0,"998922",1139350,"10823","52",41.22,47.01,0.45,0,"1353219",1426288,"17595","111",50.46,53.18,0.66,0,"190941","218359","1392","10","224732","251886","1187","19"
2021-06-19,4278632,4689281,45843,243,51.32,56.25,0.55,0,"15086","16666","190","<10",79.97,88.35,1.01,0.02,"901677",982044,"7380","21",73.09,79.61,0.6,0,"585120",648574,"7211","26",32.05,35.52,0.39,0,"1004287",1143132,"10862","52",41.44,47.17,0.45,0,"1355055",1427308,"17615","111",50.52,53.22,0.66,0,"191722","218941","1393","10","225685","252616","1192","19"
2021-06-20,4286665,4694488,45903,243,51.42,56.31,0.55,0,"15123","16683","191","<10",80.17,88.44,1.01,0.02,"903882",983340,"7389","21",73.27,79.71,0.6,0,"586230",649269,"7222","26",32.11,35.56,0.4,0,"1006974",1145044,"10881","52",41.55,47.25,0.45,0,"1356273",1427951,"17630","111",50.57,53.24,0.66,0,"192119","219297","1394","10","226064","252904","1196","19"
2021-06-21,4298446,4706487,46031,246,51.56,56.45,0.55,0,"15154","16719","192","<10",80.33,88.63,1.02,0.02,"906488",985777,"7406","22",73.48,79.91,0.6,0,"587916",651089,"7252","26",32.2,35.66,0.4,0,"1011174",1149374,"10918","54",41.72,47.42,0.45,0,"1357983",1429627,"17660","111",50.63,53.3,0.66,0,"192827","220080","1401","10","226904","253821","1202","19"
2021-06-22,4315766,4717992,46180,246,51.77,56.59,0.55,0,"15226","16764","192","<10",80.71,88.87,1.02,0.02,"909909",987756,"7431","22",73.76,80.07,0.6,0,"590692",652968,"7279","26",32.35,35.76,0.4,0,"1017591",1153929,"10963","54",41.99,47.61,0.45,0,"1360512",1431150,"17701","111",50.73,53.36,0.66,0,"193918","220824","1407","10","227918","254601","1207","19"
2021-06-23,4332849,4730025,46318,246,51.97,56.74,0.56,0,"15281","16802","192","<10",81.01,89.07,1.02,0.02,"913111",989692,"7447","22",74.02,80.23,0.6,0,"593639",655159,"7311","26",32.51,35.88,0.4,0,"1024019",1158706,"11005","54",42.25,47.81,0.45,0,"1362927",1432738,"17740","111",50.82,53.42,0.66,0,"194953","221550","1414","10","228919","255378","1209","19"
2021-06-24,4349180,4741278,46466,247,52.17,56.87,0.56,0,"15332","16834","192","<10",81.28,89.24,1.02,0.02,"916290",991458,"7461","22",74.28,80.37,0.6,0,"596499",657137,"7350","26",32.67,35.99,0.4,0,"1030094",1163070,"11057","54",42.5,47.99,0.46,0,"1365183",1434318,"17772","112",50.9,53.48,0.66,0,"195842","222262","1422","10","229940","256199","1212","19"
2021-06-25,4365282,4753416,46605,247,52.36,57.02,0.56,0,"15387","16883","193","<10",81.57,89.5,1.02,0.02,"919344",993312,"7477","22",74.52,80.52,0.61,0,"599136",659241,"7384","26",32.81,36.11,0.4,0,"1036249",1167956,"11105","54",42.76,48.19,0.46,0,"1367423",1435895,"17802","112",50.99,53.54,0.66,0,"196766","223034","1426","10","230977","257095","1218","19"
2021-06-26,4377019,4762415,46703,247,52.5,57.13,0.56,0,"15423","16908","193","<10",81.76,89.63,1.02,0.02,"922161",995302,"7500","22",74.75,80.68,0.61,0,"600783",660646,"7397","26",32.9,36.18,0.41,0,"1040696",1171343,"11132","54",42.94,48.33,0.46,0,"1368758",1436880,"17824","112",51.04,53.58,0.66,0,"197391","223603","1434","10","231807","257733","1223","19"
2021-06-27,4383781,4768075,46750,247,52.58,57.19,0.56,0,"15452","16934","193","<10",81.91,89.77,1.02,0.02,"923974",996816,"7508","22",74.9,80.8,0.61,0,"601640",661330,"7402","26",32.95,36.22,0.41,0,"1043203",1173414,"11149","54",43.04,48.42,0.46,0,"1369561",1437599,"17838","112",51.07,53.6,0.67,0,"197764","223937","1435","10","232187","258045","1225","19"
2021-06-28,4395674,4778565,46898,249,52.73,57.32,0.56,0,"15487","16971","193","<10",82.1,89.97,1.02,0.02,"926456",998873,"7529","22",75.1,80.97,0.61,0,"603396",663059,"7422","26",33.05,36.32,0.41,0,"1047728",1177248,"11201","55",43.23,48.57,0.46,0,"1371078",1439001,"17877","113",51.12,53.65,0.67,0,"198506","224631","1443","10","233023","258782","1233","19"
2021-06-29,4409485,4789604,47060,250,52.89,57.45,0.56,0,"15533","17010","194","<10",82.34,90.17,1.03,0.02,"929274",1000802,"7565","22",75.33,81.13,0.61,0,"605617",665105,"7446","27",33.17,36.43,0.41,0,"1052953",1181438,"11244","55",43.45,48.75,0.46,0,"1372878",1440391,"17924","113",51.19,53.71,0.67,0,"199313","225352","1447","10","233917","259506","1240","19"
2021-06-30,4421872,4800225,47256,252,53.04,57.58,0.57,0,"15578","17047","197","<10",82.58,90.37,1.04,0.02,"931422",1002474,"7594","23",75.5,81.26,0.62,0,"607759",667030,"7478","27",33.29,36.53,0.41,0,"1057788",1185510,"11307","56",43.65,48.92,0.47,0,"1374480",1441850,"17983","113",51.25,53.76,0.67,0,"200083","226097","1454","10","234762","260217","1243","19"
2021-07-01,4434164,4811026,47486,255,53.19,57.71,0.57,0,"15620","17078","202","<10",82.8,90.53,1.07,0.02,"933581",1004185,"7624","23",75.68,81.4,0.62,0,"609874",669003,"7531","27",33.4,36.64,0.41,0,"1062492",1189599,"11367","56",43.84,49.08,0.47,0,"1376172",1443341,"18045","113",51.31,53.82,0.67,0,"200840","226826","1461","10","235585","260994","1256","22"
2021-07-02,4447140,4822307,47615,255,53.34,57.84,0.57,0,"15692","17115","203","<10",83.18,90.73,1.08,0.02,"935891",1005908,"7656","23",75.86,81.54,0.62,0,"611944",670994,"7552","27",33.52,36.75,0.41,0,"1067591",1193872,"11411","56",44.05,49.26,0.47,0,"1377806",1444949,"18069","113",51.37,53.88,0.67,0,"201699","227610","1465","10","236517","261859","1259","22"
2021-07-03,4456757,4830612,47711,255,53.46,57.94,0.57,0,"15736","17149","205","<10",83.42,90.91,1.09,0.02,"938319",1007739,"7674","23",76.06,81.69,0.62,0,"613321",672299,"7569","27",33.59,36.82,0.41,0,"1071252",1196870,"11437","56",44.2,49.38,0.47,0,"1378778",1445988,"18095","113",51.41,53.92,0.67,0,"202204","228120","1468","10","237147","262447","1263","22"
2021-07-04,4458658,4832438,47736,256,53.48,57.97,0.57,0,"15741","17153","206","<10",83.44,90.93,1.09,0.02,"938713",1008086,"7680","23",76.09,81.72,0.62,0,"613528",672457,"7572","27",33.6,36.83,0.41,0,"1072134",1197757,"11445","56",44.24,49.42,0.47,0,"1378937",1446153,"18099","114",51.41,53.92,0.67,0,"202312","228243","1470","10","237293","262589","1264","22"
2021-07-05,4467146,4840353,47824,256,53.58,58.06,0.57,0,"15762","17184","207","<10",83.56,91.09,1.1,0.02,"940875",1009773,"7696","23",76.27,81.85,0.62,0,"614607",673599,"7587","27",33.66,36.89,0.42,0,"1075092",1200435,"11475","56",44.36,49.53,0.47,0,"1380028",1447255,"18122","114",51.46,53.96,0.68,0,"202849","228750","1471","10","237933","263357","1266","22"
2021-07-06,4481341,4851194,47979,256,53.75,58.19,0.58,0,"15835","17226","208","<10",83.94,91.32,1.1,0.02,"943464",1011493,"7712","23",76.48,81.99,0.63,0,"616980",675516,"7616","27",33.79,37,0.42,0,"1080624",1204493,"11528","56",44.59,49.7,0.48,0,"1381750",1448753,"18163","114",51.52,54.02,0.68,0,"203691","229499","1480","10","238997","264214","1272","22"
2021-07-07,4493905,4861256,48141,256,53.9,58.31,0.58,0,"15889","17270","208","<10",84.23,91.55,1.1,0.02,"945610",1013114,"7746","23",76.65,82.12,0.63,0,"619168",677319,"7645","27",33.91,37.1,0.42,0,"1085462",1208229,"11574","56",44.79,49.85,0.48,0,"1383362",1450150,"18207","114",51.58,54.07,0.68,0,"204466","230181","1484","10","239948","264993","1277","22"
2021-07-08,4505308,4870780,48280,256,54.04,58.42,0.58,0,"15933","17300","209","<10",84.46,91.71,1.11,0.02,"947738",1014514,"7761","23",76.82,82.24,0.63,0,"621160",679142,"7671","27",34.02,37.2,0.42,0,"1089639",1211676,"11608","56",44.96,50,0.48,0,"1384862",1451530,"18256","114",51.64,54.12,0.68,0,"205173","230860","1493","10","240803","265758","1282","22"
2021-07-09,4517574,4880530,48392,256,54.19,58.54,0.58,0,"15975","17332","212","<10",84.69,91.88,1.12,0.02,"950101",1015997,"7776","23",77.02,82.36,0.63,0,"623229",680823,"7692","27",34.13,37.29,0.42,0,"1094226",1215403,"11638","56",45.15,50.15,0.48,0,"1386410",1452918,"18287","114",51.69,54.17,0.68,0,"205961","231526","1501","10","241672","266531","1286","22"
2021-07-10,4527459,4888753,48474,256,54.31,58.64,0.58,0,"16011","17367","213","<10",84.88,92.06,1.13,0.02,"952538",1017491,"7789","23",77.21,82.48,0.63,0,"624768",682170,"7705","27",34.22,37.36,0.42,0,"1097921",1218663,"11665","56",45.3,50.28,0.48,0,"1387427",1453929,"18307","114",51.73,54.21,0.68,0,"206533","232024","1507","10","242261","267109","1288","22"
2021-07-11,4532736,4893543,48525,256,54.37,58.7,0.58,0,"16028","17392","213","<10",84.97,92.2,1.13,0.02,"954081",1018560,"7804","23",77.34,82.57,0.63,0,"625489",682840,"7712","27",34.26,37.4,0.42,0,"1099798",1220540,"11680","56",45.38,50.36,0.48,0,"1388039",1454505,"18320","114",51.75,54.23,0.68,0,"206853","232364","1508","10","242448","267342","1288","22"
2021-07-12,4543753,4903224,48635,256,54.5,58.81,0.58,0,"16056","17425","213","<10",85.11,92.37,1.13,0.02,"956569",1020217,"7825","23",77.54,82.7,0.63,0,"627154",684402,"7731","27",34.35,37.48,0.42,0,"1103745",1224301,"11715","56",45.54,50.52,0.48,0,"1389505",1455763,"18347","114",51.81,54.28,0.68,0,"207548","233102","1513","10","243176","268014","1291","22"
2021-07-13,4554320,4913767,48781,257,54.63,58.94,0.59,0,"16099","17477","213","<10",85.34,92.65,1.13,0.02,"958582",1021770,"7852","23",77.7,82.83,0.64,0,"628969",686486,"7762","27",34.45,37.6,0.43,0,"1107720",1228275,"11761","56",45.71,50.68,0.49,0,"1390879",1457164,"18377","115",51.86,54.33,0.69,0,"208214","233864","1524","10","243857","268731","1292","22"
2021-07-14,4564910,4923784,48928,259,54.76,59.06,0.59,0,"16147","17511","213","<10",85.6,92.83,1.13,0.02,"960407",1023134,"7875","23",77.85,82.94,0.64,0,"630939",688423,"7786","27",34.56,37.7,0.43,0,"1111747",1232198,"11816","56",45.87,50.84,0.49,0,"1392297",1458528,"18413","116",51.91,54.38,0.69,0,"208805","234595","1529","11","244568","269395","1296","22"
2021-07-15,4575196,4933578,49048,260,54.88,59.18,0.59,0,"16177","17545","213","<10",85.76,93.01,1.13,0.02,"962088",1024491,"7895","23",77.99,83.05,0.64,0,"632947",690401,"7808","27",34.67,37.81,0.43,0,"1115572",1235748,"11857","57",46.03,50.99,0.49,0,"1393650",1459919,"18440","116",51.96,54.43,0.69,0,"209480","235353","1535","11","245282","270121","1300","22"
2021-07-16,4586061,4943826,49169,261,55.01,59.3,0.59,0,"16221","17575","214","<10",85.99,93.17,1.13,0.02,"964007",1025786,"7909","23",78.14,83.15,0.64,0,"634957",692434,"7828","27",34.78,37.92,0.43,0,"1119595",1239659,"11902","58",46.2,51.15,0.49,0,"1395083",1461333,"18464","116",52.02,54.49,0.69,0,"210153","236162","1540","11","246045","270877","1312","22"
2021-07-17,4594422,4951576,49274,261,55.11,59.39,0.59,0,"16248","17612","214","<10",86.13,93.36,1.13,0.02,"966035",1027158,"7925","23",78.31,83.26,0.64,0,"636328",693768,"7849","27",34.85,38,0.43,0,"1122619",1242712,"11939","58",46.32,51.28,0.49,0,"1396026",1462298,"18487","116",52.05,54.52,0.69,0,"210616","236670","1544","11","246550","271358","1316","22"
2021-07-18,4599398,4956343,49323,261,55.17,59.45,0.59,0,"16268","17630","214","<10",86.24,93.46,1.13,0.02,"967443",1028036,"7938","23",78.42,83.33,0.64,0,"637029",694544,"7852","27",34.89,38.04,0.43,0,"1124296",1244556,"11954","58",46.39,51.35,0.49,0,"1396659",1462956,"18503","116",52.08,54.55,0.69,0,"210925","237051","1546","11","246778","271570","1316","22"
2021-07-19,4609087,4966495,49441,261,55.29,59.57,0.59,0,"16306","17666","214","<10",86.44,93.65,1.13,0.02,"969484",1029465,"7961","23",78.59,83.45,0.65,0,"638601",696348,"7873","27",34.98,38.14,0.43,0,"1127680",1248337,"11987","58",46.53,51.51,0.49,0,"1397981",1464414,"18536","116",52.13,54.6,0.69,0,"211537","237928","1550","11","247498","272337","1320","22"
2021-07-20,4619003,4978207,49562,263,55.4,59.71,0.59,0,"16350","17702","215","<10",86.67,93.84,1.14,0.02,"971171",1030811,"7980","23",78.72,83.56,0.65,0,"640492",698833,"7894","27",35.08,38.27,0.43,0,"1131383",1252867,"12024","60",46.68,51.69,0.5,0,"1399336",1466089,"18572","116",52.18,54.66,0.69,0,"212177","238828","1554","11","248094","273077","1323","22"
2021-07-21,4628925,4989287,49735,263,55.52,59.85,0.6,0,"16382","17733","217","<10",86.84,94,1.15,0.02,"972847",1032129,"8003","23",78.86,83.67,0.65,0,"642411",701203,"7911","27",35.18,38.4,0.43,0,"1134968",1257025,"12071","60",46.83,51.87,0.5,0,"1400688",1467678,"18647","116",52.23,54.72,0.7,0,"212827","239674","1558","11","248802","273845","1328","22"
2021-07-22,4638643,5001049,49920,263,55.64,59.99,0.6,0,"16413","17769","217","<10",87.01,94.2,1.15,0.02,"974488",1033440,"8048","23",78.99,83.77,0.65,0,"644254",703858,"7938","27",35.29,38.55,0.43,0,"1138429",1261230,"12112","60",46.97,52.04,0.5,0,"1402078",1469462,"18709","116",52.28,54.79,0.7,0,"213515","240583","1563","11","249466","274707","1333","22"
2021-07-23,4648708,5013359,50086,263,55.76,60.14,0.6,0,"16450","17815","217","<10",87.2,94.44,1.15,0.02,"976196",1034904,"8078","23",79.13,83.89,0.65,0,"646086",706479,"7966","27",35.39,38.69,0.44,0,"1142110",1265823,"12152","60",47.12,52.23,0.5,0,"1403468",1471085,"18766","116",52.33,54.85,0.7,0,"214209","241670","1569","11","250189","275583","1338","22"
2021-07-24,4656310,5021448,50192,264,55.85,60.23,0.6,0,"16474","17843","217","<10",87.33,94.59,1.15,0.02,"977893",1036081,"8100","24",79.27,83.99,0.66,0,"647424",708140,"7979","27",35.46,38.78,0.44,0,"1144852",1268950,"12175","60",47.24,52.36,0.5,0,"1404421",1472070,"18808","116",52.37,54.89,0.7,0,"214658","242297","1573","11","250588","276067","1340","22"
2021-07-25,4658974,5027539,50268,264,55.88,60.31,0.6,0,"16483","17868","217","<10",87.38,94.72,1.15,0.02,"978642",1037176,"8114","24",79.33,84.07,0.66,0,"647727",709205,"7988","27",35.48,38.84,0.44,0,"1145771",1271076,"12186","60",47.28,52.45,0.5,0,"1404765",1473038,"18849","116",52.38,54.92,0.7,0,"214823","242839","1573","11","250763","276337","1341","22"
2021-07-26,4666961,5039265,50398,267,55.98,60.45,0.6,0,"16529","17906","217","<10",87.62,94.92,1.15,0.02,"980362",1038678,"8145","25",79.47,84.2,0.66,0,"648997",711702,"8009","28",35.54,38.98,0.44,0,"1148460",1275146,"12208","60",47.39,52.61,0.5,0,"1405960",1474762,"18896","117",52.42,54.99,0.7,0,"215320","243776","1579","11","251333","277295","1344","22"
2021-07-27,4676536,5052215,50563,269,56.09,60.6,0.61,0,"16570","17946","217","<10",87.84,95.13,1.15,0.02,"981889",1040191,"8170","25",79.59,84.32,0.66,0,"650891",714674,"8032","29",35.65,39.14,0.44,0,"1152044",1279756,"12249","60",47.53,52.8,0.51,0,"1407257",1476637,"18957","118",52.47,55.06,0.71,0,"215930","244875","1588","11","251955","278136","1350","22"
2021-07-28,4685646,5065105,50738,270,56.2,60.76,0.61,0,"16615","18003","217","<10",88.08,95.44,1.15,0.02,"983415",1041633,"8201","26",79.72,84.44,0.66,0,"652650",717721,"8060","29",35.75,39.31,0.44,0,"1155235",1284118,"12279","60",47.67,52.98,0.51,0,"1408564",1478559,"19028","118",52.52,55.13,0.71,0,"216532","246016","1600","11","252635","279055","1353","22"
2021-07-29,4694134,5076985,50914,272,56.31,60.9,0.61,0,"16634","18052","217","<10",88.18,95.7,1.15,0.02,"984735",1042869,"8231","26",79.82,84.54,0.67,0,"654410",720550,"8086","29",35.84,39.46,0.44,0,"1158181",1288343,"12323","61",47.79,53.16,0.51,0,"1409817",1480319,"19091","118",52.57,55.2,0.71,0,"217087","246933","1611","11","253270","279919","1355","23"
2021-07-30,4703517,5093002,51133,272,56.42,61.09,0.61,0,"16676","18118","217","<10",88.4,96.05,1.15,0.02,"986188",1044491,"8261","26",79.94,84.67,0.67,0,"656245",724352,"8122","29",35.94,39.67,0.44,0,"1161480",1294175,"12380","61",47.92,53.4,0.51,0,"1411209",1482530,"19166","118",52.62,55.28,0.71,0,"217773","248339","1622","11","253946","280997","1365","23"
2021-07-31,4710831,5103407,51292,272,56.51,61.22,0.62,0,"16705","18161","220","<10",88.55,96.27,1.17,0.02,"987682",1045831,"8290","26",80.06,84.78,0.67,0,"657550",726678,"8149","29",36.01,39.8,0.45,0,"1164196",1298135,"12416","61",48.04,53.56,0.51,0,"1412180",1483937,"19220","118",52.65,55.33,0.72,0,"218149","249141","1628","11","254369","281524","1369","23"
2021-08-01,4714888,5110534,51468,274,56.56,61.3,0.62,0,"16725","18193","222","<10",88.66,96.44,1.18,0.02,"988690",1046908,"8322","26",80.14,84.86,0.67,0,"658166",728184,"8176","29",36.05,39.88,0.45,0,"1165522",1300638,"12452","61",48.09,53.67,0.51,0,"1412784",1485054,"19293","120",52.68,55.37,0.72,0,"218401","249752","1633","11","254600","281805","1370","23"
2021-08-02,4723097,5124820,51681,274,56.65,61.47,0.62,0,"16755","18243","223","<10",88.82,96.71,1.18,0.02,"990268",1048632,"8352","26",80.27,85,0.68,0,"659529",731410,"8199","29",36.12,40.06,0.45,0,"1168341",1305786,"12502","61",48.21,53.88,0.52,0,"1414068",1487165,"19386","120",52.72,55.45,0.72,0,"218986","250878","1643","11","255150","282706","1376","23"
2021-08-03,4732967,5141175,51875,274,56.77,61.67,0.62,0,"16798","18304","223","<10",89.05,97.03,1.18,0.02,"991776",1050319,"8379","26",80.39,85.14,0.68,0,"661618",735167,"8239","29",36.24,40.26,0.45,0,"1171691",1311756,"12548","61",48.35,54.12,0.52,0,"1415508",1489685,"19459","120",52.78,55.54,0.73,0,"219600","252239","1647","11","255976","283705","1380","23"
2021-08-04,4742631,5159532,52095,274,56.89,61.89,0.62,0,"16835","18381","223","<10",89.24,97.44,1.18,0.02,"993158",1052219,"8406","26",80.51,85.29,0.68,0,"663688",739458,"8273","29",36.35,40.5,0.45,0,"1175200",1318403,"12608","61",48.49,54.4,0.52,0,"1416895",1492430,"19549","120",52.83,55.65,0.73,0,"220323","253848","1651","11","256532","284793","1385","23"
2021-08-05,4752024,5178561,52301,274,57,62.12,0.63,0,"16873","18430","225","<10",89.45,97.7,1.19,0.02,"994444",1054291,"8432","26",80.61,85.46,0.68,0,"665737",743777,"8302","29",36.46,40.74,0.45,0,"1178425",1325525,"12649","61",48.62,54.69,0.52,0,"1418375",1495337,"19640","120",52.89,55.76,0.73,0,"221062","255423","1661","11","257108","285778","1392","23"
2021-08-06,4761812,5197903,52512,276,57.12,62.35,0.63,0,"16901","18499","227","<10",89.59,98.07,1.2,0.02,"995786",1056308,"8459","27",80.72,85.63,0.69,0,"667703",748180,"8334","29",36.57,40.98,0.46,0,"1181985",1332953,"12705","62",48.77,55,0.52,0,"1419825",1498007,"19719","120",52.94,55.85,0.74,0,"221887","257162","1669","11","257725","286794","1399","23"
2021-08-07,4768781,5212197,52650,279,57.2,62.52,0.63,0,"16940","18539","228","<10",89.8,98.28,1.21,0.02,"997151",1058357,"8478","28",80.83,85.79,0.69,0,"668914",751189,"8350","29",36.64,41.14,0.46,0,"1184555",1338579,"12743","62",48.88,55.23,0.53,0,"1420817",1499751,"19774","121",52.98,55.92,0.74,0,"222372","258309","1672","11","258032","287473","1405","24"
2021-08-08,4773048,5221824,52778,279,57.25,62.64,0.63,0,"16951","18576","229","<10",89.86,98.47,1.21,0.02,"998164",1059951,"8496","28",80.91,85.92,0.69,0,"669626",753016,"8371","29",36.67,41.24,0.46,0,"1185987",1342118,"12768","62",48.94,55.38,0.53,0,"1421443",1501157,"19827","121",53,55.97,0.74,0,"222702","259190","1679","11","258175","287816","1408","24"
2021-08-09,4782647,5244124,52979,279,57.37,62.9,0.64,0,"16985","18624","231","<10",90.04,98.73,1.22,0.02,"999688",1062344,"8524","28",81.04,86.11,0.69,0,"671365",757693,"8395","29",36.77,41.5,0.46,0,"1189429",1351422,"12820","62",49.08,55.76,0.53,0,"1422844",1503881,"19905","121",53.05,56.07,0.74,0,"223468","261022","1686","11","258868","289138","1418","24"
2021-08-10,4793035,5263879,53205,280,57.49,63.14,0.64,0,"17019","18685","231","<10",90.22,99.05,1.22,0.02,"1001013",1064308,"8563","28",81.14,86.27,0.69,0,"673543",761819,"8431","30",36.89,41.72,0.46,0,"1193332",1359684,"12871","62",49.24,56.1,0.53,0,"1424403",1506391,"19991","121",53.11,56.17,0.75,0,"224192","262693","1696","11","259533","290299","1422","24"
